,STAT5A,STAT5B,STAT4,IRF1,STAT3,IRF2,STAT1,IRF8,STAT6,IRF4,IRF3,IRF5,STAT2,IRF7,IRF9,IRF6,unannotated_1
IFI30,-6.504436e-07,0.0,1.4909554e-06,-0.00014855398,0.0,-1.5569918e-06,0.018218685,-3.007169e-06,0.000254419,-4.8141756e-05,0.0,-5.0416766e-06,0.0,-9.515937e-06,2.4413853e-06,0.0,0.06343634
APOBEC3G,4.1089706e-08,0.0,-0.00035022188,-0.00040610234,0.0,-2.2218584e-05,0.00048689375,-0.0005031036,5.525565e-06,0.06817411,-8.124486e-05,0.0,-0.000119069824,1.3161991e-06,0.0,0.0,-0.0047736824
SPG7,0.0,0.0,0.0,0.0016290692,-0.00026135021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001760569,0.0,0.0,0.0,-0.00068283686
SNCA,0.0,-6.2460604e-06,-0.0006255914,0.0,-1.6170106e-05,2.3307362e-05,0.0,0.0,0.0,-0.00071065326,4.8986363e-05,0.0006289827,5.1608076e-08,0.0,0.007439396,0.0,0.004137655
BATF,0.0,0.00040791757,0.0,0.0,-0.010012658,0.0,0.0,0.0,-0.004709741,4.944657e-05,0.0,0.0,-0.00034550505,0.00011583579,0.0,-0.00023983228,-0.0072463555
MAD1L1,0.0,0.0,9.180899e-07,0.00015619221,-0.0015245632,0.00045051466,-0.0005944475,0.0,-3.94253e-06,0.0,0.0,0.0,2.5099641e-08,0.0,0.0,8.057813e-06,-0.0011665166
IL24,-0.00047290712,0.0,-0.00075026986,-0.00059125404,0.0,-1.5426824e-07,0.0,0.0,0.0026131584,1.9156916e-05,-0.0002455751,0.0,0.0,-6.673718e-06,0.0,0.0,0.0022579737
TFRC,-0.00022018797,8.3787745e-07,1.2667844e-05,6.524186e-06,0.00022228279,0.0006657916,0.0,-1.0499003e-06,9.4969844e-05,5.2945374e-08,0.0,8.5750726e-05,0.0,2.5886271e-05,-2.4783799e-06,0.0,0.003153896
CXCR4,0.0,0.0,-3.7878817e-05,0.0,-0.000541057,-0.08385906,0.0,0.0,3.064951e-07,0.0007571937,0.0,0.0,7.2819955e-07,0.0,0.0007643291,2.2834336e-05,-0.1101743
CTLA4,0.0,0.0,5.792247e-06,-1.237637e-05,-0.00017108265,0.0,0.0005849184,0.000429401,-0.00024790544,-3.172385e-05,-3.372425e-06,0.0,0.0,0.0,0.0,3.8680873e-06,-0.0043531926
QPCT,-0.0012180579,0.00061875646,0.0,0.0,0.0,0.0,3.8419458e-07,0.0,0.0005143574,-2.2758315e-05,0.0,0.0,5.1639034e-07,0.0,0.0,0.00020733211,0.015511185
CD207,-0.0026910114,-2.9060597e-05,0.0,-0.0001879386,-4.9695366e-08,0.0,0.0,6.901999e-05,1.41753235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004114785
TICAM1,4.4203393e-06,0.0,0.0,0.0,4.2818928e-07,0.0,1.9676895e-06,0.0,0.0,-0.00065547304,-3.438443e-05,0.0,0.00019609132,0.0,0.0,0.0,0.0073872684
CAV1,0.0,9.3506256e-05,3.444737e-06,0.000100954494,-0.001315167,6.411926e-05,0.0,-0.00066645135,0.0,0.0,-6.928212e-05,0.0,-0.0005906251,-0.0003896568,0.0,-1.2723588e-06,-0.0032757618
FOXO1,-0.000396482,0.0,-0.00035020968,0.0,-0.0032630872,0.00013915755,-0.00025997072,-4.3829678e-07,0.0,-0.000400703,0.0,0.0,0.0,0.0,0.00041885898,-9.8851044e-05,0.0026654985
ICOS,0.0,0.0,0.0,0.0,-0.009108752,0.0,-7.793064e-06,1.21482235e-05,-0.005105854,0.0,0.0,0.0,0.0,3.8256265e-05,0.0,0.0,-0.008176828
PMAIP1,-0.00011643795,0.0,0.0,-0.0076305857,0.0,0.0,0.0,0.0,-0.00057514786,0.022551168,0.004034793,0.0,0.0,-0.016145034,0.0,1.4460366e-07,-0.027874151
C1QB,-6.899218e-07,0.0,-0.000727218,0.0,-4.0239176e-08,0.0,-0.0008734547,0.0050838296,0.0,1.0703919e-06,-2.4601917e-07,0.0,-0.00015851275,3.733926e-05,0.0,8.543518e-05,-0.00085438153
NFATC2,0.0016172345,0.0,0.0,1.4291759e-05,0.0,-0.000343393,0.00012527782,0.0,2.571721e-06,2.1800177e-05,0.0,-0.00066661194,0.0,-0.00063174503,1.9671993e-06,0.0,-0.0056176847
IFNAR1,0.0,-1.5720212e-05,0.0,0.0,0.0030681144,0.0,0.0002480068,0.0,0.00013505001,0.0,-0.00025937002,-5.233888e-07,0.0,0.0,0.0,0.0,-0.001051808
PRKCH,-1.7300179e-06,0.0,-6.771218e-05,1.1595773e-06,-0.014256249,0.00027090567,2.3307493e-05,0.0005387866,0.0,-0.00060452224,-7.166706e-08,-5.4669305e-05,-0.00072899816,0.0,-9.254547e-06,0.0,-0.01625618
FKBP4,-8.8875895e-06,0.0,0.0,-5.433907e-07,0.00022626427,0.0,0.0,0.0,-9.2266346e-05,-0.0004457492,0.0,-0.0006925791,0.0,0.0,0.0,-0.00011194266,-0.005037085
CCL20,-0.00036754264,0.00019091947,0.0007471106,-1.7004604e-07,-0.0011616646,0.00018706857,0.0,0.0,0.0,3.5978283e-06,0.0,0.00059087167,-0.0003828946,0.0,-2.0110326e-07,-6.267302e-05,-0.0024043233
NT5E,0.0,0.0,0.0,0.0,-0.0021375334,0.00034109544,0.0,-1.5318665e-05,-3.1136337e-06,0.00023145597,0.0,-3.8061444e-05,0.0,1.9560513e-05,-7.6044926e-06,-2.2169817e-05,-0.0012867246
IDO1,0.0,0.0,4.2370625e-06,0.2434272,0.0,1.0998973e-06,-0.106005654,0.0,-7.393373e-05,0.00069695053,0.0,0.0003667335,0.0,0.0,2.2609754e-06,0.0,0.18892369
GLS,0.00051503646,0.0,-3.9181253e-07,-0.00036654205,-0.00029528973,0.00026911852,-0.00088822114,3.692829e-05,-0.00063969323,0.0003476359,0.0,0.0,-0.0002449266,0.0,-1.3523818e-06,-2.1085241e-05,-0.005692976
IKZF1,-0.00035847086,-0.00014886688,0.0,0.0,-0.0001408475,0.0003206075,-8.712864e-06,-0.0029490516,6.635795e-05,0.0015823155,0.0,-0.001764714,0.0,-5.471265e-05,0.0,0.0,-0.007976378
AKAP12,0.00022863748,-0.00012180902,-8.1282255e-05,0.0,-0.0016372614,2.0794918e-05,0.0,1.9190102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00519519
PRKCQ,0.0,0.0,0.0025445824,0.00053759885,-0.004444585,-3.9085506e-08,-2.5117338e-06,0.0,-0.0037791706,0.0,-9.686405e-06,0.0,1.0702505e-05,-2.6301428e-05,-0.000589706,0.0002286485,0.00019711358
RASD1,0.0,0.0026148336,-0.00013030358,0.0,0.00029132422,0.0,0.0,-8.406602e-05,0.0,0.0,0.0007264237,0.0,2.9161418e-08,0.0,0.0,0.0,0.0010186787
S100A4,0.0,0.0,-0.23403206,9.0375615e-06,0.0,0.0,0.0,0.0,-0.00013308118,0.0,0.0,0.0,-4.268667e-06,-2.5092057e-05,0.00015607523,0.0,0.23676172
MKI67,0.0,0.0,0.0,-0.0018606735,0.0,0.0,2.9924597e-06,0.00029660985,0.0,-5.795165e-06,-2.9245956e-07,0.0,0.0,-5.5843493e-06,-5.342387e-06,-9.269124e-05,-0.0011958655
S100A9,0.0,0.0,-0.00014679121,-0.00021387008,0.14839227,0.0,0.0,0.0,-0.00021487489,-0.00075656327,1.3656312e-05,-2.2161441e-07,-0.000424882,0.0,-0.00021966542,0.0,0.12141941
CXCL2,2.7790647e-06,3.3641146e-07,0.0,0.0,0.042610113,-1.3036258e-05,0.00015608667,2.6576001e-06,0.0,0.0,0.0,0.0,0.0005098459,-6.3821235e-06,-0.00071924215,0.0,0.030738622
PDCD1,0.0,0.0,4.047924e-07,0.0,-1.795773e-07,0.0,7.998946e-06,4.2152067e-05,0.0,0.0,0.0,0.00021968901,0.0,0.0,-0.0015841865,-0.00013246317,-0.0016376475
SELL,0.00070107024,0.0,-2.3771693e-07,-0.04634986,0.0,-3.9193137e-06,0.0,-0.00038165756,-3.7903382e-07,-5.219153e-06,-3.195944e-05,0.0,1.22181855e-05,0.0,0.0,0.0,-0.0806639
CXCR6,0.0,-0.00016184057,0.0,0.0,-0.002386165,0.0,0.0,0.0,0.0,0.0,0.0,3.2787634e-07,-0.00032216153,0.0,0.0,0.0,0.0009164307
CDK8,0.0,0.0,0.0,0.0,4.638166e-05,-7.691866e-06,-0.004284744,1.116413e-05,0.0,-0.00014748117,0.0,-8.937069e-05,0.000114702365,0.0,0.0,0.0,-0.0065332996
MCAT,-6.506461e-05,0.0,0.0,0.0,-0.0025272993,0.0,1.09052335e-05,-3.7333074e-08,0.0,0.0,-0.0006313234,0.00040436938,2.457276e-05,0.0,0.0,-4.9483497e-06,-0.0013452743
PTTG1,0.0049098586,0.0,-3.7943423e-06,-3.9446963e-06,0.00047367057,-7.352879e-07,0.0006526564,0.0,0.0,0.0,-2.505056e-05,0.0,0.0,4.0745153e-06,6.9302885e-05,0.0,-0.0015349097
EZH2,9.6298274e-05,0.0,-0.00072499353,-5.0609253e-07,-0.0007228198,0.0,0.0,0.00032783303,0.00013402532,8.380691e-08,3.1127934e-06,0.0,0.00019635928,0.0,0.0,0.0,0.0004148775
DAPK1,0.0007579581,-2.0688369e-05,6.881474e-07,0.0,0.0066334605,0.0,0.0,0.0,0.0,0.0,0.0006162516,1.0500826e-06,0.0,-0.00048994,-5.9800288e-05,8.831621e-08,0.0038149203
ORMDL3,0.00044007454,-1.7714337e-06,0.0,0.00070288597,-0.000107531014,0.0,-0.0006158057,-0.000766911,-0.0037715796,-0.00023475548,0.0,0.000487294,0.0,-6.28871e-07,0.00024291454,-0.00011978911,-0.006075355
NME1,0.00045363008,-4.785273e-05,0.0,0.0,-0.01737696,-2.0172683e-05,0.0,0.00012986433,0.0,0.0,0.0,0.0,-0.00024671442,0.0,0.00060041284,0.0,-0.013620901
REST,0.0,0.0,0.0,-6.5563865e-05,0.0,0.0,0.0024698004,0.0,0.0,-7.526539e-08,0.0,-0.0006097634,0.0,-9.849122e-06,-7.1214536e-06,0.0,-0.00964875
GADD45G,0.0,-0.00042019173,0.0,0.0,0.0033475526,0.0,0.0,4.6723057e-05,2.7777464e-06,0.0,0.0,3.1440727e-06,0.0,-0.0005126875,1.220753e-06,0.00070932024,0.00017543572
OPTN,-3.1911357e-05,3.746863e-05,-0.0003151679,0.033636738,0.0,-0.0005824236,0.0,0.0,6.0480612e-05,0.0,0.0,0.00042393833,1.9835597e-05,0.0,0.0,0.0,0.01787443
RECK,0.0,0.0,0.0,-0.0005717026,0.0035056765,0.0,0.0,0.0,-0.00043007452,-2.7018956e-07,0.0006576149,0.0,-4.597882e-05,-0.00018043691,0.0,0.0005157932,0.004481133
IRF9,-0.00046823715,9.839297e-05,6.1813225e-06,-6.6623916e-06,0.0,0.0,-0.0100153,0.0,0.0,0.00039471677,0.0067725056,0.0,0.009410475,0.0,-0.0111780735,0.0,-0.0040733744
GADD45B,0.0,0.0,0.0,0.0,-0.021999473,0.0,0.0,0.0,0.00018086082,-0.0004382666,3.1628583e-06,0.0,0.00072689995,0.0,1.0848779e-06,0.0,-0.006363225
CD8A,0.007557233,0.0,0.016017213,0.0,-2.0775187e-05,7.555134e-05,0.0,3.333883e-08,0.0,0.0,0.0,0.0,-0.00024507003,0.0,0.0,0.0,-0.018847307
EOMES,0.0022167377,0.0,0.0,0.0,-4.2098563e-06,-3.9243176e-05,0.0,0.0,0.0,-2.7740992e-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.004516871
TERF1,0.0,0.0,0.0,0.0,-0.0034513883,0.00039431313,0.00076159317,8.6300577e-07,-3.219921e-06,0.0,-0.00054347015,0.0,0.0,9.8009055e-05,0.0007229406,-6.94382e-06,-0.0057081515
MIF,0.0,-6.2560516e-06,9.1607156e-08,0.00010326018,-0.006626227,-5.34911e-07,0.00019328904,0.00067876274,-0.00011936571,0.0,0.0,0.00047954015,0.0,-2.2159782e-05,0.00017996252,0.0,-0.0064246976
DPF3,-0.0017386917,0.0032311105,-0.00031658355,0.0,-0.000116014715,0.0,0.0,-5.09003e-05,0.0,0.0005558522,-7.944749e-05,-5.2555486e-05,-3.9359e-08,8.3283685e-06,0.0,0.0,0.00026240572
FTO,0.0,0.0005110502,0.00011177432,-0.0006089946,0.00024109679,-0.00018881519,0.0,2.101256e-07,0.0,-1.0510493e-05,0.0,0.0,3.2620028e-06,0.0,0.0,0.0,0.0010613608
S100A11,5.398092e-06,0.00030104315,0.0,0.0,0.31483293,-0.0003225912,-1.6322448e-07,7.879066e-05,3.1911226e-05,-0.0002899703,0.0004940664,0.0,0.0,0.0,0.0003998493,0.0,0.29174992
LEF1,-0.002903895,0.0,0.0,-5.475473e-07,-2.3094292e-07,0.0,0.0,-0.00024200257,0.0,-0.00060084363,0.00063676457,0.0,0.0,-5.7349826e-05,0.0,0.0,-0.031122768
CLU,7.641436e-05,0.00012829682,9.0535735e-08,0.0,-0.0034789722,0.0,0.0048835925,-5.344065e-05,0.0,0.0,0.0,0.0,-4.194023e-06,0.0,0.0,-0.00021380559,-0.0037742723
SPP1,0.0,0.0,2.2442396e-08,0.00076484686,0.0,-2.7354162e-08,-4.826616e-06,3.8440827e-08,-3.2252407e-05,-0.00017364584,0.00026975162,-0.001295422,0.0,3.3848824e-05,-0.000263276,-1.9024685e-07,-0.0005205398
ZBTB20,-6.0380804e-05,-7.7403514e-05,-3.2318312e-05,-9.222016e-05,0.0,0.0,1.2539961e-06,0.0,0.0,0.004414752,9.98215e-06,0.0,0.0,-0.00046598632,0.0001382959,0.00012173244,0.00021961899
ARID5A,0.0,-1.4420449e-06,-0.000649578,0.0,-0.028392503,0.0,5.679332e-05,0.0,1.2196405e-07,-4.9322065e-05,0.0,0.0,-0.00016871866,0.0,-0.00051868556,-0.00010180251,-0.020619938
BCL2L11,0.0025820674,0.0,0.0,0.0,0.0,-4.2876174e-05,-7.0333283e-07,-0.0007394599,0.0,9.540341e-05,0.0,0.0,3.6128484e-05,-8.89482e-05,0.0,0.0,-0.0019774274
PRKCE,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053091296,-4.554622e-05,0.0,0.0,0.0,-0.00021384345,0.0,0.0,5.990557e-05,0.0,-0.0016603405
KLRK1,-4.8251914e-06,0.0,0.00041361776,2.2053378e-08,0.0003796777,0.0,-0.0003767491,-9.835203e-05,0.0,0.0,-9.630926e-05,6.610527e-07,1.5814872e-05,-4.2305997e-05,9.4836774e-05,0.0,-0.00027875142
GADD45A,0.0,0.0,0.0,-7.78272e-05,0.0,-3.974612e-05,-0.0034171548,0.0,0.00017754367,0.0,0.0,0.0,1.856026e-07,0.0,-0.00011647951,-4.8525653e-05,-0.0028283824
HSD17B8,0.0,-0.000676102,0.0,0.0,0.0004457988,-0.00016707959,1.879513e-06,-7.5346406e-07,0.0,6.4407313e-06,2.9365617e-06,0.0,-5.525636e-06,-0.0005692909,-2.1107726e-07,0.0,-0.005086796
PARK7,-1.6340862e-05,0.0,0.0,0.0,2.9818204e-05,0.0,0.022076022,0.0,0.0,-1.5434121e-05,0.0,-1.2254081e-07,0.0,0.0,-0.00028927843,-0.00017922671,-0.04786674
GBP1,-2.4619836e-05,-3.2213884e-05,0.0003970451,-0.00020354649,0.00020577037,2.2548847e-05,-0.13402316,-3.541146e-06,0.00012577191,-0.00027747362,4.029337e-06,0.00064043206,0.0,0.0,0.00039396193,-0.00075964653,0.1449374
ODC1,0.00019959573,2.8555524e-08,0.000663342,-0.009666612,0.0,0.0,0.0,-7.3846066e-05,0.0,0.0,-3.0994288e-05,0.0,-3.4012483e-06,0.0,-0.00046845977,0.0,-0.010331552
CYBB,0.0,8.674454e-07,0.0,0.014913084,0.056240957,0.0071796374,0.0,-0.0116354795,0.0004249225,0.0,-0.00034880333,0.0,0.0,0.0,-1.7186383e-05,0.0,0.049870085
IL4R,0.0,0.0,-6.619656e-08,0.0,1.1027922e-06,0.0,0.0,0.0,0.00071011746,1.2908258e-07,0.0,0.0,0.0,0.0,1.797816e-05,0.00043867473,-0.0053660697
LTA,-0.0038977626,0.0,0.0005535915,0.0,-9.4927873e-07,-0.0005776236,0.0,0.0,0.0,0.00021355618,0.0,1.7621609e-05,0.0,-1.0197233e-06,-0.00015300741,3.193541e-05,-0.0036309161
BLMH,-0.0002549924,0.0,-0.000107033724,-0.0059175272,0.0,-0.0041390443,-0.00025054428,0.0003033838,0.0,0.0,1.6356684e-05,-8.571049e-05,-1.15077036e-07,-2.3855063e-07,0.0,0.0001705088,-0.008059679
CDKN2A,0.0,0.0,0.0,0.0,0.0,0.0,-1.8080384e-05,3.6288962e-05,-0.0029109563,0.0,0.0,0.0,0.0,0.0,2.0280729e-07,0.0048744483,5.232516e-05
ATF4,0.0,0.0,5.8366306e-05,5.580868e-06,0.0003988665,1.8506531e-05,0.0,3.717215e-08,-2.8421127e-08,9.346395e-08,5.362528e-05,0.00055659673,6.5899376e-06,0.005215116,0.0,-0.00011514973,-0.0053770114
ERAP2,0.00052818906,-0.0002323313,0.00033241668,-0.0023645035,0.0,-0.0004254818,-0.00016103731,0.0,3.0498171e-05,0.00048252885,0.0,5.170412e-05,3.254445e-06,-0.00027826946,0.0,0.0004967456,-0.004497585
POLH,3.971206e-06,-3.884171e-05,-9.919431e-05,-0.005468373,-6.242978e-06,-5.4091515e-06,8.2380095e-05,-3.6784542e-05,0.00021839235,1.0583308e-05,0.0,-3.7283193e-05,0.0,0.00018888005,0.00019080743,0.0,-0.00019139035
PURA,0.00014703152,0.0,0.00019928168,1.914768e-05,0.0,0.0,-0.00023186198,0.00026869535,4.5417036e-07,1.6515745e-07,-0.0042512366,0.00022172734,0.00047961035,9.914803e-06,0.0,0.0,-0.0044580153
MS4A1,0.0,9.913783e-06,0.0,9.521498e-05,-4.4138595e-08,0.0,0.0,0.0,0.0,0.001989195,0.0,0.0,4.3343102e-06,0.0005359659,0.0,0.0,-0.017682686
NCAM1,-0.00054067664,0.0,-1.8906923e-05,0.0,0.00036957354,0.0,0.0,0.0,0.0,-0.00017958586,-3.95944e-06,0.0,0.0,0.0,-0.0009925988,-1.3284936e-05,0.00012834335
SP100,0.0,-3.5822876e-07,-5.279381e-06,2.581276e-05,0.0,0.0006978904,0.0,0.0,0.0,-1.5126506e-07,0.0002044673,-2.0671478e-06,0.0,0.0,-0.059644807,0.0,-0.018379238
APP,2.1623662e-05,0.0,0.0,0.0,-0.0031713091,6.0791535e-06,-0.0022822083,-2.9996623e-05,-0.000297792,0.0,0.0,-6.804641e-05,-8.7708895e-06,-0.0004340514,0.0003279383,0.0,-0.0011458561
CCR1,-0.0005291322,0.00024845437,-5.6067714e-05,-8.751276e-07,-2.4125e-07,0.0,-0.012008957,1.8974436e-06,0.0004649569,0.0,0.0007000642,0.0,3.3660385e-07,0.0005397972,-0.00010207532,0.0004379358,0.06398607
CD22,-2.426619e-06,0.0,1.8076993e-05,0.0,0.0,0.0,-0.0009272015,0.0,4.563836e-08,0.0,-0.00051216746,6.1167135e-05,-4.945737e-05,0.0007440377,6.947331e-06,0.00010791605,-0.0035205535
CD40LG,-0.0005131051,0.000108152584,0.0,0.0,0.00013019281,-5.2387004e-06,0.0010022528,-0.0004024082,-0.00021182843,0.0,0.0,0.0,3.721756e-08,0.0,0.0,3.9715527e-05,-0.00210696
CTSB,0.0,0.0,0.0,-3.607171e-05,0.00027692493,-2.5928766e-05,0.008225753,0.0,0.00049844605,-0.0007133294,0.0,0.0,0.0,-0.00017180547,3.0851652e-07,5.34714e-05,0.23115711
CTSL,0.0,0.0,0.0,-1.4347548e-06,2.9948012e-06,0.0,-0.015376622,-6.38551e-08,0.0,1.940499e-05,0.00014552247,0.0,0.0,0.0,0.0,0.0,0.20383207
HMOX1,0.0,0.0,0.0,-0.000589274,0.056317855,0.0,0.0033706794,0.0,0.0,0.0,0.00031628407,0.0,2.5566846e-05,0.0,0.0,0.0,0.050214708
RCAN1,0.0,0.0,-0.00040309908,0.0,-0.00048773317,-0.0007017542,-0.0004357039,0.00010336096,0.0,0.0,0.0,0.0,0.002801144,-2.460841e-07,0.0,0.0,-0.0016078183
CSRP1,0.0,0.0,0.00065992115,0.0,0.003401968,0.0,-1.4302047e-05,0.0,0.0,5.2515563e-05,0.0,0.0,0.0,0.0,-0.00013863995,0.00015991798,-0.0003960505
DDIT3,1.7632003e-06,6.3510175e-05,0.00032923094,0.00023180615,0.0021603224,-0.00014268725,9.079223e-05,2.6752373e-06,0.0,0.0005992603,-3.7778533e-05,0.0,0.0,0.0,3.2058782e-05,0.0,0.003421181
F2R,0.0,1.3052588e-07,-2.9992781e-05,2.3957147e-05,-0.0049835495,0.0,0.0,0.0,0.0,0.0,1.4406253e-06,-8.876744e-06,-0.00017347044,0.0004162034,-0.0002579102,7.479521e-05,-0.0032491505
HSPB1,-0.00035930515,0.008709901,0.0,0.0,0.10626658,0.0,-0.060467314,0.00028297614,0.0,-0.0004328289,0.0,8.833864e-05,0.0,2.2419001e-06,0.0,0.0,0.12045185
S1PR1,-0.00016495338,0.0,0.0,0.0,-0.0049261996,0.0,0.0,-2.0637386e-05,0.0,4.2484835e-08,0.0,0.0,0.0,0.0,-0.0005163894,0.0,-0.0018958381
UCP2,3.709773e-06,0.0,0.0,-0.00013612525,-0.0018873162,0.0,-0.0002274523,0.0,0.0,0.0,0.0,0.0,0.0,2.1708744e-05,0.0,0.0,-0.011227592
ALOX12,0.0,0.0,0.00020047298,0.0,0.0,3.6029144e-07,0.00020962136,0.0,-0.0006915027,0.0,0.0,1.9718993e-06,-0.0001260546,0.00026872574,0.0,-2.303429e-05,-0.001577893
CYSLTR1,-0.00018112964,-9.75044e-05,-0.0002485726,-0.00023408332,2.661441e-05,0.0,1.2290888e-06,0.0,-0.010182646,1.0606469e-05,-0.000100780824,0.0,0.0,0.0,0.0,0.00038579802,-0.007695018
DUSP1,-8.435106e-08,8.8160605e-06,0.0,0.0,0.0,0.0,1.26689165e-05,0.0,0.025035867,0.0,-0.0003295368,0.000100539575,0.0,0.0,0.000675718,0.0,0.059675455
SIDT1,1.2815866e-05,-0.00014639189,5.3713693e-06,0.0,0.0,-0.00017482697,3.9066006e-05,-0.00024290445,0.0019508455,0.0,-1.3181748e-05,0.0,0.0,-0.00031893424,0.0,-4.7650083e-05,-0.0015077258
EIF5B,3.8023802e-06,0.0,0.0,-0.00040503187,-0.026330128,0.0,0.0,0.0,-1.984151e-05,0.0,4.11496e-05,7.329528e-05,0.0,0.0,9.765632e-06,0.0,-0.023050185
IDE,0.0,0.0,0.00034306326,-1.8074079e-06,0.004084458,0.0,0.0,-0.00010708169,8.5900876e-07,-1.7609114e-05,2.8229286e-05,1.8096536e-05,-9.156824e-06,1.1518212e-06,0.0,0.0,-0.0014495581
IL6ST,-0.00054417993,-0.00054157554,3.500448e-05,0.0,0.001308616,0.0,0.0010291382,-3.42436e-05,0.0,-2.3545084e-05,0.0,0.0003834323,-7.252248e-05,0.0,0.0,9.522669e-06,-0.0012597047
MBD1,-3.1013067e-05,7.549006e-05,0.0,-3.427012e-05,-0.0013569507,0.00021071013,0.0,0.0,3.6939504e-08,0.0,0.0,0.0,0.0,0.0,0.0002391249,0.0,-0.0038319454
PTGER4,0.0,0.0,0.0,0.0,-0.013782519,0.0,-0.0005371707,0.0,-1.1699526e-07,0.0,0.0,-0.00048545533,0.0,-6.769311e-05,4.9868577e-05,-0.0007180801,-0.010146131
RNF149,0.0,0.0,-5.8971676e-05,0.0,-0.007864667,0.0,0.0,0.0,0.0,0.0,0.0005537997,-5.185156e-08,0.0,0.0,6.1484144e-08,3.0028993e-08,-0.0046040853
XBP1,2.1243347e-06,0.0003007034,0.0,0.0,-0.024544453,0.0,0.00011436354,0.0,0.0,0.0,5.601447e-06,1.417526e-06,7.864457e-05,2.7886155e-05,0.00045125475,0.00014431098,-0.019271616
CHORDC1,-0.00051262195,0.00010762543,-9.449695e-05,0.0,4.2906473e-07,-1.3229752e-07,0.0,2.7344942e-07,-2.337645e-05,-1.6278043e-06,9.241324e-07,0.00064450636,-9.086585e-05,0.0,0.0,-0.00033327512,0.0008102834
GLUL,-0.0042966674,0.009873536,0.0,1.7516397e-06,0.0001449369,0.0,0.00016503959,-3.7666592e-07,0.0,0.0,0.0,-0.00019224841,0.0,2.5511656e-05,0.0,0.0,0.10279572
GRK5,-4.9957634e-05,-0.0037405323,0.0,-2.6148362e-07,0.0,3.594587e-07,0.0,-6.783958e-08,6.471664e-08,0.0,0.0,0.0,-0.0001261329,-7.01116e-05,2.7204878e-06,0.0,-0.0010135421
RGS16,0.006301664,-0.0007997708,-0.00023327055,0.0,0.0,0.0,0.0,0.0,0.00019281477,0.00017372363,0.0,0.0,0.0,-2.9289737e-05,0.0,0.00051746645,-0.00170907
SSR3,0.0026930142,0.005374507,8.272148e-07,0.0,0.0,-0.000345188,0.0,0.00054078625,0.0,0.0,0.0,-8.6906084e-07,0.0,5.6677645e-06,0.0,0.0006823278,0.013649648
TXNRD3,-2.8142193e-05,-0.0062329667,0.0,0.0,0.0,0.0,0.0,-1.0703503e-05,-9.143481e-05,0.0001031125,0.0,0.0,0.0,0.00010001456,9.411679e-05,0.0,0.0014593264
IFI6,-5.849565e-05,0.00032430125,0.0,-6.0896155e-06,0.00036622092,-0.00029542172,-0.3088848,0.00024184976,0.0,0.0,0.0,0.0,-8.640183e-05,0.0007416513,0.0,2.0130419e-07,0.13924412
IFITM1,-4.7832673e-06,0.0,0.0,0.00013020975,-0.00012731354,0.0,-0.032598067,-4.6059344e-07,0.0,-1.5793155e-05,-0.00035823247,-0.00036823057,0.0,0.0,0.0,-0.00063358794,-0.005641506
ISG20,0.0,-0.00038063136,0.0,2.06283e-06,0.0,-0.0007238229,-0.41310072,8.322667e-05,-0.00019647139,-0.00016143716,0.0,0.0001517456,-0.0004948864,0.0,0.0,-4.996803e-07,0.16716018
GBP5,0.0,0.0,-0.00025134708,0.04279222,0.0,0.0,0.0,0.0,0.0,2.3370874e-05,6.2792774e-06,-5.3670385e-07,-0.000166669,2.5235324e-06,0.0,0.0,0.028487882
MAFB,0.00060388335,-0.000101013924,0.0,0.0002723696,0.10597719,2.3599656e-05,0.0,3.0014562e-06,0.00024361086,0.0,-0.0001399238,0.00039043807,0.0,-0.00028657966,0.0,0.0,0.09759312
PIM2,0.00043788497,0.0,0.0,3.8010356e-05,0.0,2.3057894e-06,-0.00011370624,0.0,0.0,5.31069e-06,-6.2887484e-05,0.00027750214,0.0,0.0,0.0,0.0,-0.017075645
DNMT3A,0.002811773,0.0,5.001265e-07,0.0,0.0,0.0,0.0,-7.906694e-05,4.9107348e-05,0.00040110768,0.0,-0.00047478717,-6.0329803e-05,-5.009611e-05,0.0,0.0,-0.00019709785
HBB,-0.0033013753,0.0,4.8402217e-05,-2.2347636e-05,0.0005995304,0.0,0.0,0.0,-1.565125e-07,-4.8116076e-06,0.0,3.3347575e-07,0.0,0.0,0.0,7.0268885e-07,-0.007111085
HBA2,-0.00095811335,1.1183425e-05,0.00023364757,0.0,0.00010050678,0.0,1.1195643e-07,-0.00075412524,-0.00057701004,0.0,-0.0003252292,0.0,6.760166e-08,-3.6807826e-06,0.0,-1.315308e-06,-0.0042320555
