,STAT5A,STAT5B,STAT4,IRF1,STAT3,IRF2,STAT1,IRF8,STAT6,IRF4,IRF3,IRF5,STAT2,IRF7,IRF9,IRF6,unannotated_1
LYZ,0.0,-2.1780853e-08,0.0,0.1459669,0.0,0.0,0.0,-0.00041774398,0.0,-4.1501404e-05,-0.00037998095,0.00055887375,0.0,0.0,0.0005903566,-3.5545512e-05,0.21893778
JUN,-0.0007267593,-0.0024390914,-7.174509e-06,-0.007983206,0.0,1.3784154e-05,0.015118143,0.0,7.101856e-06,-0.00038621234,0.0,0.00064909237,-0.0050236867,0.0,-0.00043266182,0.0,-0.005631231
IFI27,0.0,0.0,0.0,0.0,1.4424509e-05,0.0941048,-0.05412401,-7.5135715e-05,0.0,0.00032496327,0.0,1.49515745e-05,0.0007309119,-8.870129e-06,0.0,0.0,0.074279025
PIK3R1,0.008765763,0.00011278918,0.01509658,-3.3788035e-07,-0.019652616,0.0,-0.00037252525,1.8629586e-07,0.0,0.0,-4.8842327e-07,0.0,0.0,0.0,0.0,0.0,-0.019177329
PTPN2,0.0038943035,0.0,-2.420293e-05,1.6119797e-07,-0.0037151645,0.0,0.0,0.0,-4.5415138e-05,0.0,0.0,-0.00066403707,0.0,0.0,0.0,0.0003705606,-0.004019387
SPI1,0.0005157259,0.0,-0.00010942204,0.0,0.1313149,0.00022222013,-1.0304896e-05,-0.02144417,0.0,-0.010481855,0.0,0.0,0.0,-1.5306738e-06,-2.393962e-07,-0.00042198697,0.10819374
HBG1,1.3409234e-06,0.0,0.0,-1.7003345e-05,-0.0056445003,9.427178e-05,1.2520323e-07,2.5484696e-05,0.0005943052,0.0,-0.00021611441,-0.00061738124,-1.2937669e-05,3.390431e-05,0.0,-0.00036846864,3.604321e-05
ECE1,-3.101601e-05,-0.000684653,0.0,1.8731642e-07,0.00040629585,0.0,0.0,-0.00043154912,-4.0934624e-06,0.0,-0.00022354233,0.0,-0.00033036113,0.0005955786,0.0,0.00015426686,-0.0004937869
IRF7,0.0,8.313338e-05,-0.00023676374,0.0,-7.3086665e-07,0.00026078394,-0.091986135,-5.008227e-05,-2.1780136e-06,-6.6500426e-05,0.11640868,-3.2846524e-06,0.117665134,0.00049822166,-0.10051559,0.0,0.07181406
CCL2,-0.06504613,0.00019217347,7.980367e-05,0.16419369,0.18718678,0.0,-5.3577405e-05,0.0,0.19629762,0.00056130806,0.07046883,0.2691414,0.15130414,-0.011201632,-6.167852e-05,-6.206334e-07,0.17424585
MMP7,0.0,-5.6016765e-05,-0.0004376087,-0.000100187375,0.00046096198,-2.9537841e-05,-0.0006745673,0.000119563505,0.00069294596,0.0,0.0,0.0,0.00020597296,2.153868e-07,0.0,0.0,-0.00034430381
IFIT1,0.0,0.0,0.0,0.00035110896,0.0,0.0,-0.18659697,8.8828315e-08,0.0,0.0,0.22144583,0.00024780905,0.0,-0.00047894265,-0.20397687,5.4076518e-05,0.11754241
FCER2,0.0,-2.0783827e-05,0.0,0.0,0.0,2.1653566e-05,0.0,-0.00013109595,-0.0010979783,-0.00067850004,1.267058e-05,3.0449137e-05,0.0005590677,-3.9376202e-05,2.3939228e-07,1.4774234e-05,0.001009743
ACACA,0.000331841,1.574115e-05,0.0,-0.00019893194,-0.0018692088,-1.1157589e-05,-0.00043878393,0.0,0.0,0.0,5.452386e-06,0.0,5.413461e-07,-0.00016353861,0.0,-0.00045598252,0.0005891793
CCNB1,-4.420933e-05,0.0,0.0,0.0027614958,0.0,-0.0002917551,0.0,0.0,0.0,0.004954393,0.0,-0.00072558626,0.0,0.0,0.0,0.0,0.0013503538
CXCL9,0.0003025733,0.002207938,0.0,0.0,0.0072457558,0.0,-0.00080848375,0.0011131874,0.001363732,0.0072152643,0.0,0.0,1.3833984e-06,0.0,0.0,-0.00066195935,0.0070940377
RETNLB,0.0,-0.00013974564,0.0,0.0,0.0,0.0,2.3593581e-07,-0.00018414008,0.0018764175,0.0,0.00072391797,0.0,0.0,-2.1007343e-05,7.560064e-06,0.0,-0.001837847
ISG15,0.00018050826,-7.3242416e-05,0.0,0.0,0.0,-0.0002951856,-0.37220484,0.00065812434,0.0,-7.0809654e-07,0.4484678,0.0,0.0,-0.43078575,-4.8026148e-05,0.0,0.29001686
S100A10,3.23112e-07,0.0,0.0,0.0,0.0,0.0,0.04330466,1.3506814e-05,-6.181698e-06,-0.0002555316,0.0,-1.6798604e-05,0.0,0.00047727907,-0.00020822285,0.0001890968,0.30241248
DPAGT1,-0.000648426,-0.0027279686,0.0,2.3201035e-06,9.751979e-06,1.4536617e-05,0.0,0.0,5.2354562e-06,0.0,-3.4417444e-06,0.0,0.0,0.0,0.00013677936,6.875468e-05,-0.0029369383
CD68,0.00042616815,-8.703676e-05,0.0,-1.278029e-06,0.0,0.0,-1.5552178e-05,-0.008611175,0.0,0.009819818,0.0,0.0,0.0,-7.760456e-05,7.413137e-06,0.00073440094,0.13816187
DLL1,0.0008258888,-5.3089725e-06,0.0,0.0,-0.0002516079,0.00033706444,0.0,0.0,0.0,0.0,1.04603705e-05,0.00055222755,0.0,0.0006342036,-6.187996e-07,0.0,-0.0024211423
EBF1,-0.0032852434,0.0,-4.833822e-07,3.8055965e-05,0.0,-0.0002412531,0.0,-0.0006707395,0.00076360884,0.0,0.0,0.0,6.7582528e-06,0.0,0.0,0.0,-0.0014714713
PAX5,-0.0013190454,0.0012060427,-0.00024085345,0.0,-0.0002185102,-3.2421834e-05,0.0,3.0834286e-08,0.0,0.0002680957,3.8377482e-05,-4.6576012e-08,6.959795e-05,0.0,1.6348067e-05,0.0,0.002449564
IFIT2,0.00018648549,-0.0002904765,-6.565522e-06,-9.7424374e-05,0.00041844533,0.0,-0.14239466,0.0,0.0,0.0,0.182255,0.0,0.205252,0.0,0.0,0.0,0.09365042
GAS1,-0.0009876053,0.0,0.0,0.0,0.0,0.0,4.1641606e-08,0.0,0.0,0.0,0.0,4.6516006e-06,8.311384e-05,0.0,0.00014882066,0.0,0.00043852208
EIF2AK2,0.0,0.0004763599,0.0,0.018379705,-0.00049129705,0.0,-0.07509696,0.0,0.0,0.0,0.0,0.00076172646,0.06060748,0.0,0.0,0.0,-0.0056021838
PRKCA,9.790608e-06,-1.5009829e-07,0.0,0.0,0.0,-0.000815136,0.0,2.3367656e-06,-1.7830763e-07,-9.686665e-05,-0.0012425449,2.9648616e-05,0.0006681524,0.0,0.0,-0.00022043221,-0.0024206794
MDM2,0.0,-8.017259e-06,-1.3794205e-06,1.6006587e-05,-1.626845e-06,-0.0003142424,0.00019969293,-0.0020454798,-0.0005367655,-9.553495e-05,0.0,0.0,-0.00018192288,4.2452702e-06,-0.00018315701,0.00021352405,0.0023639032
FAS,0.0,0.0,0.0,0.0,-0.0024930846,0.0,-0.007409394,0.0037796386,0.0,-6.357069e-07,-7.943547e-05,0.0,0.0,0.0,2.0809573e-07,0.0,0.00034099928
IL2RA,0.00048784353,0.0027911463,0.0014866174,-0.000712982,-0.0019043952,-0.0004899191,-0.0041664965,0.0,9.169535e-06,0.0,0.0,-3.2637232e-05,0.0,0.0,0.0,-3.329447e-05,-0.00035600015
PIM1,0.007311509,-0.00012229048,0.014183897,3.9348863e-05,-0.020817429,3.490403e-06,-0.0013906991,0.0,0.0,0.0005909348,0.00034712878,-0.00042070565,-0.00041144443,0.0,0.0,0.0,-0.02125446
TRH,0.0,1.4003893e-05,-0.00070993096,-0.00026809186,0.0029446282,0.0,0.000685488,0.0,-0.00063334167,0.0,0.0,0.0,1.1155469e-05,0.0,0.0,0.0,-0.0020270343
LAT,-0.0005564411,1.12311454e-07,0.0,0.0,0.0,0.0,0.0046971967,0.0002535181,0.0,0.0,-0.00047786027,-0.00023235826,-0.00019645851,0.0,0.0,9.586334e-06,-0.0439324
CASP8,0.0,-8.5669e-06,0.00034216052,-0.00369083,0.0001872854,-0.00607124,-0.006719961,0.0,1.2690822e-06,0.0,0.00039829468,0.0,-1.9576796e-06,0.0,0.00022783519,2.7299076e-05,-0.00910769
ABCC2,7.78726e-07,0.0,0.0,1.9692288e-05,0.0001664921,0.0,0.0,0.0,1.8602664e-07,1.465129e-06,-0.003361402,0.0,0.0,3.4368095e-05,0.00013406418,2.488863e-05,-0.002992989
IL1RN,0.0,0.0005487212,-3.3710425e-05,0.0,0.09187283,0.0005731635,1.5810816e-07,0.0,0.08140463,0.0,0.0,0.0,0.0,0.0,0.0,-2.8348051e-05,0.12875083
SREBF1,4.804362e-06,0.0,0.0,-0.00037521461,-0.0036807999,0.0,0.0,0.0,9.6530655e-08,0.000255121,0.0,-1.0130782e-07,0.0,-0.00056658493,0.0,0.0,-0.0012075633
TNFSF10,0.0,0.0145257395,0.0,0.114265084,0.0,0.1499059,-0.104439475,0.0,0.0,0.15857585,0.14640155,0.051330812,0.0,-0.09362028,-0.11636853,8.73525e-05,0.09792758
PIAS1,-5.7359402e-06,0.0,0.0,0.0,0.0,0.0,0.002050038,-0.0007432349,0.0,0.0,-0.0007580808,0.0,-0.00013572791,0.0,0.0,0.0,0.0018415026
IL12RB1,0.00032838463,0.0,0.0,0.0019944855,-4.1874473e-06,0.0,0.0,0.0,2.5846957e-05,-8.778892e-07,0.0033570286,0.0,0.0,0.0,0.0,-1.0675041e-06,-0.0008842979
NF1,-0.0011020028,0.0,1.9483726e-07,0.00066850113,0.0,-8.3314066e-05,0.0,0.0026173831,0.0004976244,0.0007109712,0.0,0.0,0.0,-5.3947474e-08,3.590969e-05,-2.5606609e-05,-0.0022473095
MAP2K5,-5.485012e-07,0.0,-0.00041620727,0.0,-0.0028734922,0.0,0.0,1.8192051e-05,1.3922048e-07,8.364205e-05,-0.0004283251,0.0,0.0003194046,0.0,0.0,1.8556474e-07,-0.0013311562
TP53,0.0,5.429022e-07,0.000106448526,0.0009355143,-0.002217296,0.0,0.00013320097,-0.0046855304,0.0,4.5946334e-05,-0.00085071457,0.00030432016,0.0,0.0,3.362667e-06,0.0007467634,0.00072639046
CSF1,-5.810358e-07,-2.4326139e-06,0.0,0.0,-0.00047398574,0.0,-0.0002706062,0.0,0.00027021012,0.0,0.0,0.0,-1.0101078e-06,0.0,0.0,-6.8238396e-06,0.00070942217
HIF1A,0.0,0.0,0.0,0.0002813414,0.0015572921,5.261331e-05,0.0,0.0,0.0,0.00035627253,0.0,0.0,0.0004096055,0.0,0.0,0.0,0.0007998504
IGBP1,0.0,-9.352307e-08,0.0,-0.00866956,0.0,0.0,5.2510557e-05,0.0,-2.4209672e-05,0.0,0.0,-0.00036435842,0.0,0.0,1.5708105e-05,-8.207938e-07,-0.00651744
LITAF,-1.1886306e-06,0.00030631307,-0.00016555375,0.0,0.0,1.27192325e-05,-0.0002969548,1.8677918e-05,0.0,0.0,-0.0046304427,-0.00038287748,-1.6166216e-07,2.3781577e-06,0.00018120499,0.0,-0.009869756
IL2RB,0.0,6.686484e-05,0.00035515017,-2.9567693e-05,-0.0006845442,0.0,0.0,0.0005586996,5.0636685e-05,0.0,0.0036831722,0.0,0.0,0.0,0.0,0.00042311585,0.0005992969
PNP,0.00013693878,-3.147257e-07,0.00032941232,1.5159878e-05,0.0074533476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.471841e-05,0.00074371125
STAT4,0.0,0.0007647032,0.0089098625,0.0,4.7041904e-05,0.0,-0.00014625097,3.6547758e-07,-0.005129778,0.0,-0.0003946634,-4.9300356e-06,0.0,-6.232236e-07,0.0,0.0,-0.010861267
TBX21,-1.141346e-06,0.0,0.0019671805,0.0,0.0,0.0,-0.0025978829,0.0,0.0,-0.0001055917,2.5769216e-06,2.0640468e-06,0.00026146433,-0.00012928928,0.0,0.0,-0.0019434575
NCOA3,0.0,3.7284466e-05,7.893858e-07,0.0,0.0,0.0,-1.1618424e-07,0.0005928331,0.0,5.6997635e-07,2.5419791e-05,-6.140883e-05,0.000739018,0.000100545076,0.0,0.00012049129,-0.00087906176
CD3E,-0.00085877127,0.0,0.0,0.00048254328,0.00033513666,-0.00020004113,2.13588e-05,0.0,0.0,0.0,0.0,0.00014766306,1.8427968e-07,0.0,0.0,7.3545074e-05,-0.050360166
CD69,0.014303173,0.0,0.0,-7.482053e-05,0.0,0.0,-0.040666778,-6.391942e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024063459
FGL2,-0.00044707046,-0.0007021339,0.0,0.0,2.4379588e-06,1.1724883e-05,-0.03215138,0.0,2.4546935e-07,-0.00068564306,0.000554804,0.0,-0.00012708627,0.0,0.0,-4.457956e-05,0.119301334
STMN1,0.0,0.0,0.0,0.0,-0.0129466485,-2.927558e-07,0.0,0.0007096806,3.6603185e-05,0.0,0.00065625407,0.0,0.0,0.0,3.1638464e-07,0.0,-0.010300123
PROS1,0.0006490917,0.0,0.0,-5.694883e-06,-0.00087486615,-3.4980144e-06,-0.00035443183,-0.00025625626,0.00012244222,6.727162e-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008031631
ACO1,0.0027432176,0.0,-2.3132358e-07,0.0,0.0,1.5415422e-06,-1.3590099e-05,-3.1460913e-05,4.4595475e-07,3.318693e-05,0.00046035397,0.0,8.059375e-05,5.518445e-05,0.0,0.0,-0.0021994475
IL18R1,0.0069333627,-0.0002474105,-0.0006384953,0.0,0.0,0.0,0.0,-0.0003236989,-0.00060932495,-4.8584147e-06,0.0,0.0005966787,0.0,0.0,0.0,0.0,-0.0009379211
TIMP1,0.0,-0.00013605352,0.00034434366,0.0,0.50155604,0.0,0.11256492,-1.0789047e-06,0.0,0.000278626,0.0,0.00021091853,-6.2174418e-06,-1.2393047e-06,0.0,0.0,0.40949973
CNR1,-5.9254227e-05,0.0,1.6598657e-06,0.0,-0.00017035687,-6.699216e-07,0.0,0.0,-0.0022543273,0.0,0.0,0.0,-5.8968435e-06,-5.7479645e-07,1.731556e-07,1.9450737e-05,0.0007176647
CCL19,0.0,0.0,0.0,0.00077564333,0.0,0.0,0.0024017629,-0.0005665037,0.0,0.0,0.00095215644,0.0005637041,-0.00046012658,0.0013529246,0.00046960017,0.0,-0.0016571528
FOXP3,0.0012207074,0.0,0.0,0.00088289817,0.002274964,0.0,-0.0027721243,1.0181172e-05,-0.0034498535,-0.00042431048,1.960791e-05,0.0,-0.0007244388,-0.00721326,0.00064395124,-5.1896786e-05,0.00043490593
CXCL11,-0.00026308923,0.0,0.0,0.19781777,0.089165255,0.21335271,-0.09989586,0.0,9.2309296e-05,0.0,-3.8463895e-08,0.0,0.00024234077,-3.69647e-07,0.0,0.0,0.12164845
IRF3,0.0,2.0438902e-08,0.0,0.0,0.0,-2.0835375e-07,-4.101432e-05,-0.0004254651,-2.2138408e-08,0.0012325873,-0.0039874977,0.0,-8.518873e-05,-0.0009092929,0.0,-0.00025300588,-0.017069448
HSD17B1,3.5509888e-06,-0.0046194834,0.0007041587,0.0,0.0,0.0,0.0,0.0,0.0,-7.4083815e-05,-3.3686612e-07,-0.00053256773,0.0,0.0,7.4329604e-05,-0.00030896396,0.0009871498
CCL23,0.0,0.0,0.0,0.0,1.0510594e-06,0.0,7.199528e-06,0.0,0.004523152,0.0,0.0,-4.3925313e-05,0.0,0.0,0.0,0.0,-0.0039230515
CD74,0.0,3.8794144e-05,-0.0001507169,0.17825708,0.0,0.0,1.38009345e-05,0.0,-5.2520125e-08,0.0,0.0,0.0,0.00024733559,1.890334e-07,0.0,-5.048064e-07,0.17615822
KRAS,0.0,0.00053220766,-0.00027183653,2.2279103e-07,0.0001188947,0.0002700607,0.0,0.0,0.0007074083,0.0,0.0,0.0,6.0793604e-07,-4.0031645e-07,2.6648599e-05,4.165792e-05,-0.011011864
TLR7,0.0004274783,-6.3259475e-05,0.0,0.004117376,0.0004131162,1.6888677e-06,0.0,0.0,-2.9204486e-05,0.0,-4.8853934e-07,-1.8517225e-05,0.0,0.0,-3.5923844e-05,-2.5792433e-06,0.00086541276
IL27,0.0,-0.00014046133,0.0,0.032243323,0.0,0.0,-0.007541819,-0.000315842,0.019708017,0.0,0.02341688,0.0,0.019230654,-0.0064948276,-0.0053199264,0.0,0.022396768
CHRNA1,0.00043841373,0.00023578937,0.0,0.0,0.0,0.0,0.00042720482,-0.0003981187,-3.4299144e-05,0.0,0.0,0.0,-1.7232436e-05,-0.00037099383,-4.7959098e-08,0.0,0.0025681623
CD46,-0.00028927956,4.5199442e-05,6.722813e-08,-1.7639165e-06,-0.003933062,0.00048096612,0.0,-1.8620943e-06,0.0,0.0,0.0,0.0,-1.2847441e-07,0.0005150344,2.331472e-05,0.00069406664,-0.0024568534
POLR2K,0.0,0.0,0.0,-0.0067899777,0.0,-0.0003906514,0.000325511,0.00022621182,0.0,1.5916841e-07,-0.000113833565,0.0,0.0,-0.00010229676,0.0,0.000536234,-0.012475501
CDK4,-0.0002082842,0.0,-3.1887886e-08,-0.0027950357,-0.007057123,0.0,0.0,0.0,-9.158582e-06,-0.0006084574,0.0006911373,2.6314651e-06,0.0,0.0,8.483629e-07,0.0,-0.0071653174
CD38,0.00015169641,-6.52531e-08,0.0,0.05165862,-3.808296e-05,0.0,-0.0005699639,0.0,0.0006368621,0.0,0.0,0.0,2.7660344e-05,-2.2343877e-06,-0.00053304265,2.4627313e-06,0.025919328
TNFSF14,0.0,0.0,-4.5204943e-05,-4.5086435e-05,-7.677621e-07,-0.0014100603,-0.00052965933,-0.00019646173,-3.7849437e-05,-3.2992873e-05,0.0,0.0,0.00021399632,-3.7015175e-07,0.0,0.00027968973,0.004182659
MDC1,-0.00016525871,0.0,0.0,0.0,-0.00032216334,-5.480615e-05,0.001596309,-0.00038631767,0.0,-2.5713953e-05,0.0,-0.00017049842,-0.0006818023,0.0,0.0,0.0,-0.0021203286
PFN1,0.0,6.086353e-08,0.0,0.0,0.15981138,0.0,5.646407e-07,0.0,0.0,-0.00047819712,0.0,0.0,0.0,1.9332507e-05,0.0,0.00037280697,0.15068221
TNFSF13B,0.0,2.9828154e-06,0.0,0.15975697,0.0,0.0,-0.09277354,-0.0075339256,-5.56169e-07,0.0,0.0,0.0,0.0,0.0,-7.873326e-05,0.0006962063,0.12870978
CITED2,0.0033562016,0.0,0.0,0.0005621598,0.0,4.7216134e-05,-4.31093e-05,0.0,-4.258348e-05,0.0,0.0002864623,0.0,0.0,-0.0007115355,0.0,-3.7619022e-05,-0.0030503466
HSPA8,0.0371119,0.0,3.4729084e-05,-3.4172786e-05,-6.663178e-08,0.0,0.0,-0.00021496412,0.0,1.7288356e-05,0.00031838272,-0.00019320523,-0.0002599968,0.0,2.3180344e-05,-0.00030221025,0.033871774
AURKA,-0.00029290654,0.0031184885,0.0007223122,-2.3118946e-07,0.0,0.0,0.0,0.0,8.747275e-06,0.0,-0.00019223303,-1.7856442e-07,0.0,-0.0006192795,0.0,0.0,-0.0007200747
LGALS3BP,-0.00031659444,0.0,0.0,0.0,-0.0041797976,0.0,0.0,3.4526024e-06,0.0,0.0,3.7373273e-05,0.0,3.821154e-06,0.0,-4.6546305e-05,2.862768e-05,0.0015057849
TBK1,4.400627e-05,0.0,0.00025483363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009969984,0.0,8.475063e-06,0.0,0.0,0.0,0.009133322
CSF2,0.002007076,0.0020161874,0.0011180356,0.0,0.0,-4.8123227e-05,-9.810376e-05,-0.00045189736,-0.00019525937,-4.985676e-07,0.0,0.0,0.00015231015,3.6682472e-08,0.0,0.0,-0.00021478851
ID2,0.02471196,-5.6510868e-05,0.0,-0.000651714,0.0,0.0,-0.00011699784,0.00037246261,0.0,2.5553533e-07,0.0,-7.206971e-05,0.0,0.0,0.0,0.0,-0.0053002983
GATA3,-4.1795844e-05,-0.00025406343,0.0,6.713897e-07,0.0,0.0,-0.0002923741,-3.9329072e-05,-0.0047403662,3.3149837e-07,0.0,0.0,0.0,0.00025633984,0.0,0.0,-0.00810992
IL23A,0.0,0.000752173,8.7250584e-05,-0.00015798715,-0.005296375,-0.00011123259,0.0,0.0,-1.141034e-06,-0.0033867662,-0.0073288195,0.0,0.0,0.0,0.0,4.143867e-06,-0.0037875324
REL,2.8860453e-07,0.00014413617,3.3575438e-05,0.0,-0.007599117,0.00042046187,0.00070812216,0.0,0.0,0.0,0.0,0.0,0.0,2.8573737e-07,-1.7377066e-05,0.00046073398,-0.0066328817
LCN2,0.0014496278,-0.00027819257,0.0,0.0,0.001448996,0.0,-5.3313655e-05,0.0,-0.00015980509,-0.00075320515,2.0639452e-05,1.7293762e-05,0.00015561198,0.0,-7.59906e-06,-0.00070725044,-0.0022772658
CXCL10,0.0,0.0,0.0,0.2844213,0.13179773,0.32199073,-0.11934028,0.0,-0.00025225035,0.0,0.21606436,0.162317,0.0,-0.119432464,-0.14365792,-5.406046e-06,0.16342221
CD200,0.0,0.0,0.0,-0.0038037463,0.0,4.949387e-08,-0.0019029006,0.0003490586,0.0,0.0,0.0,0.0,6.9895314e-08,-6.967541e-07,4.089971e-06,0.0,-0.0071653537
LPIN1,-0.0003758709,1.425882e-05,0.0,0.0,-0.0038509201,0.0005233886,-0.0002362645,0.00073248625,0.0005339064,0.0,1.480623e-07,-7.477998e-05,0.00049659883,-3.396682e-05,0.00041267477,0.0,-0.005803824
SOD2,0.0,-0.00023016476,0.0,-0.00060605945,0.3842903,8.946522e-05,0.0,4.971825e-05,0.0,0.0,0.0,0.0002820014,0.0,0.00045536808,0.0,0.0,0.35521984
GFI1,0.0003000168,0.0,0.00025048235,-0.00010268508,-0.00017324083,0.0,0.0009921998,0.0,-0.002970291,0.0,0.0,-1.6606543e-07,0.0,1.7444472e-06,0.0,0.0,-0.0009950375
VCAM1,-0.0001522159,0.0,0.0,0.0022987463,0.0,0.0019518274,0.0,9.479965e-06,0.0037034587,0.0,0.0,-3.3522927e-08,0.0,-0.00054733735,0.0,0.0,0.0010975798
CCND3,0.0040628896,0.0,-3.5186466e-05,-0.00030606362,-0.012368786,0.0,-1.3688426e-05,0.0,-0.00027398724,0.0,-6.5789806e-07,-3.1099887e-06,-5.289886e-07,0.0006292149,0.0,0.0,-0.009412718
SOCS2,-0.0019466281,0.0034471923,0.0,-0.0003395194,-0.0013220061,0.0,-0.0039297296,0.0,0.0,0.0,0.0021151246,-0.00024240967,6.407364e-05,0.0,0.00023240759,0.0,-0.0014999112
FANCF,0.00047830003,0.0,5.7246478e-05,0.0,0.0,-0.00011440865,0.0,-0.0008164441,-0.0001903754,-4.4583776e-05,0.0,0.0,0.0,0.0,0.0002640981,0.0,-0.0073677106
NFATC1,0.0,0.0,7.4275925e-07,5.548527e-05,0.0,0.0,-0.0005295826,0.0,-0.00080215465,-3.1963435e-05,0.0,-5.0802126e-05,-8.5984254e-07,-8.7283304e-05,0.0,0.0,-0.005734934
PDGFD,0.0,-3.6426265e-08,-0.00040947055,0.0018659942,-0.00010623636,0.00032464197,0.0,2.493722e-05,-3.0727126e-05,0.0,0.00020514983,0.0,0.0,6.3886846e-06,-2.1430905e-07,-3.9569858e-07,-0.0007739266
FAIM,-8.766509e-05,4.999779e-05,0.0,0.0,0.0,3.2496162e-05,-0.00017853329,0.0,-0.00076891354,-0.0022713426,0.0,1.6792472e-05,0.00031990287,-0.000672422,-5.801841e-08,-6.494033e-07,-0.0053114546
BBC3,0.0,0.0003747947,-0.0002215964,0.0015379098,0.0,0.00017720439,-0.00019909863,5.8978678e-08,-0.00013186155,-0.00028260183,0.0,0.0,0.00016573646,0.0,0.0,0.00052032847,0.000666917
AATF,-4.0014504e-05,-4.9385155e-05,0.0,0.0,-0.0046191216,0.0,0.0005801097,-1.25909e-06,4.7101e-06,0.00010855915,0.0,0.00020110728,0.0,0.0,0.0,-0.00035556004,-0.0051129223
CD79A,0.00037353585,0.0,0.00074764725,0.00047138397,-0.0007662693,0.0,-0.00948769,0.0,0.00072155136,0.0,0.00027065867,0.0,0.0,0.0,0.0,0.0006780455,-0.029910069
RUNX3,-0.000122027224,0.0,0.0,0.0,0.0,0.0,-0.0012008629,0.0,0.0,-0.003402241,-1.6791695e-05,0.0,1.4774233e-07,0.0,-8.856075e-08,8.695458e-05,-0.005136246
ABCB1,0.0035358958,-5.637954e-08,-3.336485e-08,0.0,-0.0013564276,0.0,0.0018847709,0.0,0.0,-5.5435667e-05,0.0,9.211044e-07,0.0,0.0,-6.117392e-05,0.0,-0.0042312695
MLC1,3.93623e-08,0.0,-9.46212e-05,0.0,0.0,5.2344923e-08,-0.0044508665,0.00023202921,0.0,0.0,-0.0007095611,-0.00013046483,1.2134837e-05,0.0,-1.8953911e-05,0.00030420636,-0.002249951
BIRC2,0.0,-1.3245599e-05,4.762637e-05,-8.32734e-05,-0.00043030563,0.0,-0.0024208718,0.0,6.28236e-06,0.0,0.0,-0.0005307092,0.0,0.0,0.00019328731,0.0,-0.011402682
FSCN1,0.0,0.0,-0.0004669847,-4.8309976e-06,-0.0017621692,1.451476e-05,0.00013164143,0.0,0.00041682686,-0.0005424757,-0.00013119674,0.0,0.0,0.0,0.00016003796,7.78621e-07,-0.0026102639
IFIT3,0.0007682121,-1.1981823e-05,1.3356546e-06,0.13763641,0.0,-1.1660732e-05,-0.18773773,0.0,0.0,0.2541595,0.0,1.60008e-07,0.21032286,0.0,-0.18883654,0.0,0.08750962
NR3C1,0.009664657,0.0,-1.1990067e-05,0.0,-0.03299696,0.0,-2.8579703e-05,-0.00045535172,0.0,0.0,-4.0275995e-07,0.0,0.0007118055,0.0,8.175002e-07,0.0,-0.03346417
EDN1,0.0,-0.00021439197,0.0,-0.00020423756,3.520566e-05,0.00011644301,-0.0023369542,0.0,0.0,-0.00013514096,0.0,0.0,-1.5897827e-05,0.0,-0.0006089429,-0.0005049839,0.011861686
RSAD2,0.00039795128,8.714504e-06,-2.6060373e-08,0.26661664,-2.1035494e-05,0.0,1.7586032e-06,0.0,0.0,-1.619089e-05,2.2200076e-05,0.0,-5.7073194e-05,0.0,0.0,3.1441337e-07,0.16185969
SKP2,0.0,0.0,-1.8600234e-06,0.000489646,-0.0036270446,0.0,0.0029368014,6.840722e-08,-6.582525e-05,-1.4699699e-05,0.0,-0.00038725804,0.0,0.0,0.0,0.0,-0.00084720785
CCL3,0.0,0.0,0.0,0.000528433,-6.0523034e-05,0.0,-0.010867098,0.0,8.5567135e-06,0.010555715,0.050546397,0.20065174,0.00011143641,-0.021075282,-1.7215907e-05,6.464548e-07,0.091093145
TRIM22,6.144704e-08,0.0,0.00064928597,0.017277306,0.0,0.0,-2.01549e-05,0.0,0.00027220082,-5.605521e-05,0.0,-0.00020189313,-7.0932597e-06,0.0,0.0,0.0,-0.0019374
ITGA2B,0.0,0.0,0.0,0.0,0.0,0.0005257654,0.00057314744,-0.00023182714,0.0014175217,0.0,-5.730883e-05,0.0,-6.082544e-06,0.00038541722,0.0,0.0,-0.0024374742
CDK6,9.4877796e-05,-0.00084425585,-1.0199011e-06,0.0,0.0,-0.00025469463,-4.3692235e-06,0.0,0.00017011809,0.0,8.564408e-07,0.0,0.0,0.0,-2.3445394e-07,0.0,-0.003081467
RHOH,-0.001841582,-0.00023355751,0.0001357201,-0.0006025183,-0.046152174,0.0,-1.4512616e-05,5.394372e-06,0.0,0.0,7.039778e-08,-1.9352865e-05,0.0,1.8037797e-05,0.0,0.0,-0.040288042
GNLY,0.20733576,0.0,0.0,0.0,0.0,0.0,0.00049758883,0.00021460917,0.00019134484,-2.3731499e-07,0.0003059126,0.0,0.0,1.5453388e-06,0.0,7.652436e-05,-0.038108207
UBE2G1,-0.00010850673,0.0,0.0,-2.7808005e-07,-0.0038778484,2.95019e-08,0.0,5.6518697e-06,0.0,0.0,0.0,0.0,-1.170626e-05,0.00036580165,0.0,-0.0004601059,-0.010745055
