,STAT5A,STAT5B,STAT4,IRF1,STAT3,IRF2,STAT1,IRF8,STAT6,IRF4,IRF3,IRF5,STAT2,IRF7,IRF9,IRF6,unannotated_1
IL6,0.0568703,0.021264417,0.0,0.056038223,0.054588806,0.057081014,0.056398265,0.0,0.0,0.056634188,0.056090623,0.05392524,0.056548424,0.021264417,0.0,0.021264417,0.056857675
STAT5B,0.056022644,0.055065434,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.05383573
STAT3,0.05491541,0.021264417,0.0,0.021264417,0.053188134,0.0,0.05358871,0.0,0.0,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.052450098
MYC,0.05734419,0.0,0.056387693,0.021264417,0.054269135,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.054133467
FCER1G,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.06091872,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.05921508
CCL5,0.0,0.021264417,0.021264417,0.056659855,0.055149585,0.057831317,0.05760262,0.059821445,0.021264417,0.0,0.055982362,0.05438322,0.0,0.057858687,0.0,0.0559052,0.05760189
FASLG,0.021264417,0.0,0.021264417,0.05604086,0.053942323,0.055717874,0.05314552,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.0,0.055939388
MAPK8,0.05584643,0.0,0.0,0.054989785,0.05408753,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.054071866
MYB,0.0,0.0,0.0,0.053523242,0.05373814,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.05323144
BIRC3,0.0,0.021264417,0.0,0.053898938,0.0573344,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.055290878
CD86,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.05634282,0.0,0.054325648,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.05312424
CDKN2D,0.0,0.021264417,0.0,0.0,0.056336284,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.052829105
SOCS1,0.05786149,0.021264417,0.0,0.05643642,0.054791875,0.021264417,0.05614057,0.0,0.05453316,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.055140622
MMP9,0.0,0.021264417,0.0,0.05519395,0.055618487,0.0,0.053885043,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.05439074
CEBPD,0.021264417,0.021264417,0.021264417,0.0,0.053417258,0.0,0.05501283,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.05427547
SH2D1A,0.0,0.021264417,0.0,0.021264417,0.054589175,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.054169
IL10,0.055136867,0.05802842,0.055197638,0.05663954,0.054320566,0.05675862,0.055081993,0.056675036,0.057515897,0.055448316,0.021264417,0.054749675,0.0,0.0,0.021264417,0.021264417,0.055664204
CDKN1B,0.0,0.056398183,0.021264417,0.0,0.05320143,0.021264417,0.054303903,0.0,0.052820884,0.05571658,0.0,0.021264417,0.0,0.021264417,0.05420184,0.0,0.053796314
CCND2,0.05553338,0.056044977,0.0,0.021264417,0.05293901,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.055342387,0.0,0.054805137
MSR1,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.056236185,0.0,0.021264417,0.0,0.021264417,0.021264417,0.055271458,0.0,0.021264417,0.0,0.05307696
BCL2,0.05602774,0.056514107,0.0,0.055699706,0.05335455,0.021264417,0.0,0.056919746,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.05562655,0.05370506
LCK,0.0,0.021264417,0.021264417,0.054561622,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.055489205
ACAT1,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.05466196,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.05554545
ACP5,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.055267654,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.05556913
TNFSF11,0.057527818,0.021264417,0.021264417,0.0,0.054103248,0.021264417,0.053574283,0.057043612,0.054680318,0.056444794,0.0,0.0,0.0,0.021264417,0.0,0.0,0.05410547
SHC1,0.055769484,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.05370026
PPIG,0.0,0.056202836,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.05334889
CTNND1,0.0,0.0,0.0,0.05364672,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.05438885
CBL,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.05486126,0.021264417,0.0,0.0,0.052346855
CISH,0.05429697,0.056305427,0.0,0.0,0.055003136,0.021264417,0.021264417,0.021264417,0.055153422,0.021264417,0.0522829,0.021264417,0.0,0.0,0.0,0.0,0.05618347
LYZ,0.0,0.021264417,0.0,0.056912415,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.057488732
JUN,0.021264417,0.058737613,0.021264417,0.058085907,0.0,0.021264417,0.0552248,0.0,0.021264417,0.021264417,0.0,0.021264417,0.055965833,0.0,0.021264417,0.0,0.0564286
IFI27,0.0,0.0,0.0,0.0,0.021264417,0.062073916,0.05747745,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.057383258
PIK3R1,0.05540942,0.021264417,0.055022217,0.021264417,0.05450664,0.0,0.055782694,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.0,0.0,0.0,0.053738702
PTPN2,0.058259975,0.0,0.021264417,0.021264417,0.052473746,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.052994717
SPI1,0.021264417,0.0,0.021264417,0.0,0.05649162,0.021264417,0.021264417,0.05759009,0.0,0.058284484,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.05392158
HBG1,0.021264417,0.0,0.0,0.021264417,0.054576684,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.052542794
ECE1,0.021264417,0.021264417,0.0,0.021264417,0.053883396,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.05348757
IRF7,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.055543084,0.021264417,0.021264417,0.021264417,0.054889686,0.021264417,0.05721598,0.021264417,0.057757355,0.0,0.05612598
CCL2,0.061600395,0.021264417,0.021264417,0.060593057,0.058244966,0.0,0.05945503,0.0,0.059799302,0.021264417,0.05776433,0.058809172,0.060923867,0.059013207,0.021264417,0.021264417,0.060155332
MMP7,0.0,0.021264417,0.021264417,0.021264417,0.053902864,0.021264417,0.0549779,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.05329107
IFIT1,0.0,0.0,0.0,0.021264417,0.0,0.0,0.058487974,0.021264417,0.0,0.0,0.05863939,0.021264417,0.0,0.021264417,0.058865167,0.021264417,0.057995386
FCER2,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.05481986,0.0555826,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.055056803
ACACA,0.055626947,0.021264417,0.0,0.021264417,0.05556103,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.05423718
CCNB1,0.021264417,0.0,0.0,0.05513987,0.0,0.021264417,0.0,0.0,0.0,0.05516104,0.0,0.021264417,0.0,0.0,0.0,0.0,0.05381512
CXCL9,0.055265628,0.057498705,0.0,0.0,0.055003893,0.0,0.05585418,0.055606,0.055356313,0.05494722,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.05359324
RETNLB,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.05525844,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.053522
ISG15,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.06386891,0.021264417,0.0,0.021264417,0.063866355,0.0,0.0,0.06509266,0.021264417,0.0,0.0653864
S100A10,0.021264417,0.0,0.0,0.0,0.0,0.0,0.05894523,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.059604593
DPAGT1,0.05563453,0.05616959,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.051535808
CD68,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.058448028,0.0,0.056362133,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.05561464
DLL1,0.054538857,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0523247
EBF1,0.056911267,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.052660912
PAX5,0.05510674,0.05699251,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.05215292
IFIT2,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0591956,0.0,0.0,0.0,0.057314027,0.0,0.058948755,0.0,0.0,0.0,0.056732606
GAS1,0.057576705,0.0,0.0,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.054091863
EIF2AK2,0.0,0.021264417,0.0,0.055876695,0.021264417,0.0,0.055636156,0.0,0.0,0.0,0.0,0.021264417,0.05598232,0.0,0.0,0.0,0.05567404
PRKCA,0.021264417,0.021264417,0.0,0.0,0.0,0.056195956,0.0,0.021264417,0.021264417,0.021264417,0.052361917,0.021264417,0.021264417,0.0,0.0,0.021264417,0.054986037
MDM2,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.05464636,0.05697,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.055339895
FAS,0.0,0.0,0.0,0.0,0.0538911,0.0,0.054211665,0.05575051,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.053145595
IL2RA,0.05475981,0.05772987,0.05338496,0.053736635,0.054133195,0.021264417,0.05501139,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.054551013
PIM1,0.05645578,0.021264417,0.05478369,0.021264417,0.05296749,0.021264417,0.053817492,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.05401959
TRH,0.0,0.021264417,0.021264417,0.021264417,0.053319287,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.0,0.05512535
LAT,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.055034675,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.053627037
CASP8,0.0,0.021264417,0.021264417,0.054596044,0.021264417,0.0564045,0.05412879,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.054409385
ABCC2,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.05374687,0.0,0.0,0.021264417,0.021264417,0.021264417,0.053900383
IL1RN,0.0,0.021264417,0.021264417,0.0,0.057654835,0.021264417,0.021264417,0.0,0.057548225,0.0,0.0,0.0,0.0,0.0,0.0,0.021264417,0.056132186
SREBF1,0.021264417,0.0,0.0,0.021264417,0.05424667,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.052993946
TNFSF10,0.0,0.059713326,0.0,0.06076461,0.0,0.060249478,0.05913801,0.0,0.0,0.06115654,0.05874579,0.05955391,0.0,0.058722533,0.058787137,0.021264417,0.058380455
PIAS1,0.021264417,0.0,0.0,0.0,0.0,0.0,0.055177134,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.05344643
IL12RB1,0.021264417,0.0,0.0,0.054160535,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.05229103,0.0,0.0,0.0,0.0,0.021264417,0.05203531
NF1,0.054765295,0.0,0.021264417,0.021264417,0.0,0.05665495,0.0,0.05536764,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.053423427
MAP2K5,0.021264417,0.0,0.021264417,0.0,0.052279435,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.053913515
TP53,0.0,0.021264417,0.021264417,0.05311768,0.054691147,0.0,0.0537767,0.05678444,0.0,0.021264417,0.053480387,0.021264417,0.0,0.0,0.021264417,0.021264417,0.05629443
CSF1,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.05455305,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.052576415
HIF1A,0.0,0.0,0.0,0.021264417,0.052931547,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.0,0.05419311
IGBP1,0.0,0.021264417,0.0,0.055325598,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.054879766
LITAF,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.054153662,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.05530899
IL2RB,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.052970897,0.0,0.0,0.0,0.0,0.021264417,0.05366963
PNP,0.021264417,0.021264417,0.021264417,0.021264417,0.054617662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021264417,0.053613205
STAT4,0.0,0.021264417,0.055351,0.0,0.021264417,0.0,0.021264417,0.021264417,0.054471754,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.053214114
TBX21,0.021264417,0.0,0.05626306,0.0,0.0,0.0,0.05509954,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.054086924
NCOA3,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.055488776,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.052796114
CD3E,0.055825107,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.055822752
CD69,0.056360584,0.0,0.0,0.021264417,0.0,0.0,0.056711197,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05364691
FGL2,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.054821867,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.055402238
STMN1,0.0,0.0,0.0,0.0,0.054961335,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.05568813
PROS1,0.021264417,0.0,0.0,0.021264417,0.053940315,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.05593475
ACO1,0.054187782,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.053855527
IL18R1,0.05822584,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.05496962,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.053753357
TIMP1,0.0,0.021264417,0.021264417,0.0,0.062018126,0.0,0.061767083,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.062171508
CNR1,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.054228265,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.054115545
CCL19,0.0,0.0,0.0,0.056085896,0.0,0.0,0.05722586,0.021264417,0.0,0.0,0.054074906,0.055719353,0.057398725,0.054559298,0.054472566,0.0,0.054813363
FOXP3,0.05656048,0.0,0.0,0.054136924,0.054989804,0.0,0.055191346,0.021264417,0.056536533,0.021264417,0.021264417,0.0,0.021264417,0.05561488,0.021264417,0.021264417,0.05531898
CXCL11,0.021264417,0.0,0.0,0.057383157,0.05552586,0.057205033,0.0571265,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.056778334
IRF3,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.05566133,0.053295046,0.0,0.021264417,0.055466555,0.0,0.021264417,0.054237198
HSD17B1,0.021264417,0.059043687,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.052121658
CCL23,0.0,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.054894112,0.0,0.0,0.021264417,0.0,0.0,0.0,0.0,0.053758353
CD74,0.0,0.021264417,0.021264417,0.0597003,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.062061034
KRAS,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.05586055,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.05544298
TLR7,0.021264417,0.021264417,0.0,0.05482478,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.053592592
IL27,0.0,0.021264417,0.0,0.05592376,0.0,0.0,0.05458357,0.05641373,0.05621438,0.0,0.055749625,0.0,0.05862335,0.056396276,0.055256814,0.0,0.05511539
CHRNA1,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.05678892,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.053296547
CD46,0.021264417,0.021264417,0.021264417,0.021264417,0.052967764,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.055259418
POLR2K,0.0,0.0,0.0,0.055546463,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.056244172
CDK4,0.021264417,0.0,0.021264417,0.05561467,0.05348115,0.0,0.0,0.0,0.021264417,0.021264417,0.052737802,0.021264417,0.0,0.0,0.021264417,0.0,0.052621502
CD38,0.021264417,0.021264417,0.0,0.054478902,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.05535257
TNFSF14,0.0,0.0,0.021264417,0.021264417,0.021264417,0.056052685,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.05418513
MDC1,0.021264417,0.0,0.0,0.0,0.052962214,0.021264417,0.05342087,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.053443987
PFN1,0.0,0.021264417,0.0,0.0,0.061151095,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.05875948
TNFSF13B,0.0,0.021264417,0.0,0.055400945,0.0,0.0,0.055787466,0.058104597,0.021264417,0.0,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.05766497
CITED2,0.056282353,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.055208214
HSPA8,0.05934584,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.056562375
AURKA,0.055880744,0.0568014,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.05338354
LGALS3BP,0.021264417,0.0,0.0,0.0,0.0540192,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.05453659
TBK1,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053454675,0.0,0.021264417,0.0,0.0,0.0,0.055677176
CSF2,0.05481372,0.058142383,0.053083055,0.0,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.05348574
ID2,0.05790802,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.055571117
GATA3,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.053210236,0.021264417,0.056685857,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.0,0.055000626
IL23A,0.0,0.021264417,0.021264417,0.053900737,0.054401703,0.021264417,0.0,0.0,0.021264417,0.05505581,0.054654855,0.0,0.0,0.0,0.0,0.021264417,0.05520467
REL,0.021264417,0.021264417,0.021264417,0.0,0.054379202,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.056141645
LCN2,0.0561724,0.054928232,0.0,0.0,0.054973394,0.0,0.054621153,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.053963758
CXCL10,0.0,0.0,0.0,0.060633533,0.05944851,0.062558666,0.059613727,0.0,0.021264417,0.0,0.05960206,0.06001253,0.0,0.06228032,0.059858095,0.021264417,0.06138878
CD200,0.0,0.0,0.0,0.054522038,0.0,0.021264417,0.0543752,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.053108305
LPIN1,0.021264417,0.021264417,0.0,0.0,0.054676075,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.05431942
SOD2,0.0,0.021264417,0.0,0.021264417,0.058670085,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.06049003
GFI1,0.05520767,0.0,0.021264417,0.021264417,0.021264417,0.0,0.053354163,0.0,0.055280108,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.053910427
VCAM1,0.021264417,0.0,0.0,0.05289156,0.0,0.055549234,0.0,0.021264417,0.05359932,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.053421922
CCND3,0.058131713,0.0,0.021264417,0.021264417,0.053633768,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.056240402
SOCS2,0.05646602,0.05764368,0.0,0.054502465,0.05445025,0.0,0.055699743,0.0,0.0,0.0,0.05359476,0.021264417,0.021264417,0.0,0.021264417,0.0,0.05523786
FANCF,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.05503123,0.021264417,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.0,0.05439998
NFATC1,0.0,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.055549584,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.053626202
PDGFD,0.0,0.021264417,0.021264417,0.055078827,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.05296219
FAIM,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.054211456,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.056108445
BBC3,0.0,0.021264417,0.021264417,0.053455584,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.05536344
AATF,0.021264417,0.021264417,0.0,0.0,0.05440495,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.021264417,0.054938264
CD79A,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.0,0.05490473,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.021264417,0.053265177
RUNX3,0.021264417,0.0,0.0,0.0,0.0,0.0,0.053982276,0.0,0.0,0.056537014,0.021264417,0.0,0.021264417,0.0,0.021264417,0.021264417,0.053139526
ABCB1,0.05620101,0.021264417,0.021264417,0.0,0.05322013,0.0,0.054530613,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.053894866
MLC1,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.054527767,0.021264417,0.0,0.0,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.054837216
BIRC2,0.0,0.021264417,0.021264417,0.021264417,0.021264417,0.0,0.0556029,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.05497993
FSCN1,0.0,0.0,0.021264417,0.021264417,0.054278005,0.021264417,0.05485698,0.0,0.021264417,0.021264417,0.021264417,0.0,0.0,0.0,0.021264417,0.021264417,0.053724647
IFIT3,0.021264417,0.021264417,0.021264417,0.05875973,0.0,0.021264417,0.059482723,0.0,0.0,0.06064254,0.0,0.021264417,0.060737975,0.0,0.05937011,0.0,0.059187673
NR3C1,0.05763817,0.0,0.021264417,0.0,0.055660952,0.0,0.021264417,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.0,0.021264417,0.0,0.054054517
EDN1,0.0,0.021264417,0.0,0.021264417,0.021264417,0.021264417,0.05371376,0.0,0.0,0.021264417,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.052836817
RSAD2,0.021264417,0.021264417,0.021264417,0.05867778,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.021264417,0.056275994
SKP2,0.0,0.0,0.021264417,0.021264417,0.05344074,0.0,0.052658867,0.021264417,0.021264417,0.021264417,0.0,0.021264417,0.0,0.0,0.0,0.0,0.052933864
CCL3,0.0,0.0,0.0,0.021264417,0.021264417,0.0,0.058281742,0.0,0.021264417,0.061055046,0.056851726,0.056639977,0.021264417,0.05914988,0.021264417,0.021264417,0.05752647
TRIM22,0.021264417,0.0,0.021264417,0.054451503,0.0,0.0,0.021264417,0.0,0.021264417,0.021264417,0.0,0.021264417,0.021264417,0.0,0.0,0.0,0.05391444
