,STAT5A,STAT5B,STAT4,IRF1,STAT3,RUNX1,GTF2I,IRF2,STAT1,IRF8,STAT6,APEX1,IRF4,MYOD1,ARHGAP35,IRF3,IRF5,ALX4,STAT2,IRF7,KLF4,IRF9,AHRR,AEBP1,SOX2,THAP11,IRF6,ARID1A,ADNP2,APBB1,unannotated_1
CDKN1B,0.0,0.0014626681,0.0,0.0,0.0017879282,0.0021288486,0.0,0.0,0.0012142612,0.0,0.001062358,0.0,0.002192983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022668936,0.0017643456,0.0,0.0,0.002504854,0.0,0.0,0.0,0.0,0.0,0.001971137
PIK3R1,0.0022482513,0.0,0.0049606035,0.0,0.0052272654,0.0,0.0,0.0,0.0016053906,0.0,0.0,0.0,0.0,0.003876705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048201047
ACTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1440075,0.0,0.13483742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06994078
CCND2,0.0021453036,0.002707933,0.0,0.0,0.0028048307,0.0021319983,0.00351345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041000335,0.002579517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023536007
MSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019972827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004198437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009123758
LCK,0.0,0.0,0.0,0.0020506857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016802823
ACAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00089851214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025442385
ACP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044258395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006768357
TNFSF11,0.00064318837,0.0,0.0,0.0,0.0002211356,0.0,0.0,0.0,0.00024350609,0.0002694387,0.00017623273,0.0,0.00046859516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039407233
SHC1,0.00063257414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016029392
PPIG,0.0,0.004189339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009276565
NCAM1,0.0,0.0,0.0,0.0,0.0,0.00037517352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066242757,0.0,0.0,0.0,0.00049974414,0.0,0.0,0.00071778113,0.0,0.0,0.0,0.0,0.0,0.00051600253
CTNND1,0.0,0.0,0.0,0.00067448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007877549
CBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012243665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018184155
CISH,0.00075782056,0.00045292708,0.0,0.0,0.0006662064,0.0,0.0020000052,0.0,0.0,0.0,0.00043211645,0.0,0.0,0.0,0.0,0.0012163837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006811229
LYZ,0.0,0.0,0.0,0.011729457,0.0,0.05613547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06742578
JUN,0.0,0.0037930536,0.0,0.0010758667,0.0,0.0030610864,0.0,0.0,0.0006560483,0.0,0.0,0.0,0.0,0.0037497957,0.0,0.0,0.0,0.0,0.0015553503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031171793
IFI27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053172093,0.01517319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034983993
PTPN2,0.0029264174,0.0,0.0,0.0,0.0020721117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012637007
SPI1,0.0,0.0,0.0,0.0,0.03271034,0.02359303,0.0,0.0,0.0,0.021068802,0.0,0.0,0.01047192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032639746
HBG1,0.0,0.0,0.0,0.0,0.0013060459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010024504
ECE1,0.0,0.0,0.0,0.0,0.0015001562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017576487
IRF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02273695,0.0,0.0,0.0,0.0,0.0,0.0,0.021510018,0.0,0.0,0.03679059,0.0,0.0,0.038682323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385932
CCL2,0.082079954,0.0,0.0,0.011139234,0.061751172,0.0,0.0,0.0,0.02219409,0.0,0.11519603,0.022964071,0.0,0.0,0.0,0.019782506,0.034447473,0.0,0.021062925,0.021654457,0.06605511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05581981
MMP7,0.0,0.0,0.0,0.0,0.0003347251,0.0,0.0,0.0,0.00021120571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021761816
IFIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656889,0.0,0.0,0.0,0.0,0.0,0.0,0.07847866,0.0,0.0,0.0,0.0,0.0,0.09779842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05727928
OSGEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011972532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003076832
FCER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030906074,0.0,0.00059976557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00081583543
ID3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064357794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005586985
NPTX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015735651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022506298
ACACA,0.00029162536,0.0,0.0,0.0,0.0004140024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00050679315
NF1,0.0010535545,0.0,0.0,0.0,0.0,0.001288754,0.0,0.0012323142,0.0,0.001096466,0.0,0.0,0.0,0.0012228064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009763855
ODC1,0.0,0.0,0.0,0.0004939456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037594324,0.0,0.0,0.0,0.0,0.0043455004,0.0,0.0,0.0,0.0,0.0021149092
CCNB1,0.0,0.0,0.0,0.0003758646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001231728,0.0011065152,0.0,0.0,0.0,0.0,0.0,0.0,0.0017495777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011306008
CXCL9,0.00081323297,0.0013620028,0.0,0.0,0.0034470507,0.0,0.0,0.0,0.0012692175,0.0015697854,0.00097267894,0.0,0.00072761095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024409613
CTSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023717178,0.0,0.0,0.0,0.0,0.047221072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780028
CCL3,0.0,0.0,0.0,0.0,0.0,0.025294146,0.0,0.0,0.011613342,0.0,0.0,0.0,0.04243072,0.0,0.0,0.009152355,0.056217812,0.0,0.0,0.010945991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04216157
RETNLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000101676975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010245328
HBB,0.0023162547,0.0,0.0,0.0,0.0,0.0,0.0027394737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009163205,0.0,0.0022105402
ISG15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19407944,0.0,0.0,0.0,0.0,0.0,0.0,0.20434693,0.0,0.0,0.0,0.23870195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17876306
S100A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031744387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10779789
DPAGT1,0.0009319186,0.000573308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017929571
