iteration	tf	gene	wei	cond
0	STAT1	IDO1	0.012248535	control
0	IRF8	IDO1	-0.0	control
0	ELF1	IDO1	-0.0	control
0	IRF3	IDO1	-0.0	control
0	IRF5	IDO1	0.0	control
0	STAT2	IDO1	-0.0	control
0	IRF7	IDO1	-0.0	control
0	IRF9	IDO1	0.0	control
0	unannotated_1	IDO1	-0.013980211	control
0	STAT5A	GLS	0.0	control
0	STAT5B	GLS	-0.0	control
0	STAT4	GLS	0.0	control
0	IRF1	GLS	-0.0	control
0	STAT3	GLS	-0.0	control
0	GTF2I	GLS	-0.0	control
0	STAT1	GLS	-0.0018830617	control
0	IRF8	GLS	-0.0	control
0	ELF1	GLS	0.0	control
0	IRF3	GLS	-0.0	control
0	IRF5	GLS	0.0	control
0	STAT2	GLS	0.0	control
0	IRF7	GLS	0.0	control
0	IRF9	GLS	-0.0	control
0	unannotated_1	GLS	0.0041218526	control
0	STAT5A	IKZF1	0.0	control
0	STAT5B	IKZF1	-0.0	control
0	STAT4	IKZF1	0.0	control
0	IRF1	IKZF1	-0.0	control
0	STAT3	IKZF1	0.0	control
0	GTF2I	IKZF1	0.0	control
0	STAT1	IKZF1	0.0	control
0	IRF8	IKZF1	0.003158829	control
0	ELF1	IKZF1	-0.0	control
0	IRF3	IKZF1	-0.0	control
0	IRF5	IKZF1	-0.014388021	control
0	STAT2	IKZF1	0.0	control
0	IRF7	IKZF1	0.0	control
0	IRF9	IKZF1	0.0	control
0	unannotated_1	IKZF1	0.010792882	control
0	STAT5A	PRKCQ	0.0	control
0	STAT5B	PRKCQ	-0.0	control
0	STAT4	PRKCQ	0.008225455	control
0	IRF1	PRKCQ	-0.0	control
0	STAT3	PRKCQ	0.00010924061	control
0	GTF2I	PRKCQ	-0.0	control
0	STAT1	PRKCQ	-0.0	control
0	IRF8	PRKCQ	-0.0	control
0	ELF1	PRKCQ	-0.0	control
0	IRF3	PRKCQ	0.0	control
0	IRF5	PRKCQ	0.0	control
0	STAT2	PRKCQ	-0.0	control
0	IRF7	PRKCQ	0.0	control
0	IRF9	PRKCQ	0.0	control
0	unannotated_1	PRKCQ	0.0021728736	control
0	STAT5A	RASD1	-0.0	control
0	STAT5B	RASD1	0.0049415114	control
0	STAT4	RASD1	-0.0	control
0	IRF1	RASD1	0.0	control
0	STAT3	RASD1	0.0	control
0	GTF2I	RASD1	-0.0	control
0	STAT1	RASD1	-0.0	control
0	IRF8	RASD1	0.0	control
0	ELF1	RASD1	0.0	control
0	IRF3	RASD1	0.0	control
0	IRF5	RASD1	0.0	control
0	STAT2	RASD1	-0.0	control
0	IRF7	RASD1	-0.0	control
0	IRF9	RASD1	-0.0	control
0	unannotated_1	RASD1	0.006468564	control
0	STAT5A	S100A4	-0.0	control
0	STAT5B	S100A4	0.0	control
0	STAT4	S100A4	-0.28234273	control
0	IRF1	S100A4	0.0	control
0	STAT3	S100A4	-0.0	control
0	GTF2I	S100A4	-0.0	control
0	STAT1	S100A4	0.0	control
0	IRF8	S100A4	0.0	control
0	ELF1	S100A4	-0.0	control
0	IRF3	S100A4	0.0	control
0	IRF5	S100A4	-0.0	control
0	STAT2	S100A4	0.0	control
0	IRF7	S100A4	0.0	control
0	IRF9	S100A4	-0.0	control
0	unannotated_1	S100A4	-0.2845027	control
0	STAT5A	MKI67	0.0	control
0	STAT5B	MKI67	-0.0	control
0	STAT4	MKI67	0.0	control
0	IRF1	MKI67	-0.0018413409	control
0	STAT3	MKI67	-0.0	control
0	GTF2I	MKI67	0.0	control
0	STAT1	MKI67	-0.0	control
0	IRF8	MKI67	0.0	control
0	ELF1	MKI67	-0.0	control
0	IRF3	MKI67	0.0	control
0	IRF5	MKI67	0.0	control
0	STAT2	MKI67	0.0	control
0	IRF7	MKI67	-0.0	control
0	IRF9	MKI67	-0.0	control
0	unannotated_1	MKI67	-0.0037803387	control
0	STAT5A	S100A9	0.0	control
0	STAT5B	S100A9	-0.0	control
0	STAT4	S100A9	-0.0	control
0	IRF1	S100A9	0.0	control
0	STAT3	S100A9	0.20662601	control
0	GTF2I	S100A9	-0.0	control
0	STAT1	S100A9	-0.0	control
0	IRF8	S100A9	-0.0	control
0	ELF1	S100A9	0.0	control
0	IRF3	S100A9	0.0	control
0	IRF5	S100A9	-0.0	control
0	STAT2	S100A9	-0.0	control
0	IRF7	S100A9	0.0	control
0	IRF9	S100A9	0.0	control
0	unannotated_1	S100A9	-0.19152439	control
0	STAT5A	CXCL2	0.0	control
0	STAT5B	CXCL2	0.0	control
0	STAT4	CXCL2	-0.0	control
0	IRF1	CXCL2	-0.0	control
0	STAT3	CXCL2	0.0702847	control
0	GTF2I	CXCL2	-0.0	control
0	STAT1	CXCL2	-0.0	control
0	IRF8	CXCL2	-0.0	control
0	ELF1	CXCL2	-0.0	control
0	IRF3	CXCL2	-0.0	control
0	IRF5	CXCL2	-0.0	control
0	STAT2	CXCL2	0.0	control
0	IRF7	CXCL2	0.0	control
0	IRF9	CXCL2	-0.0	control
0	unannotated_1	CXCL2	-0.064953074	control
0	STAT5A	PDCD1	-0.0	control
0	STAT5B	PDCD1	0.0	control
0	STAT4	PDCD1	0.0	control
0	IRF1	PDCD1	-0.0	control
0	STAT3	PDCD1	-0.0	control
0	GTF2I	PDCD1	-0.0	control
0	STAT1	PDCD1	0.0	control
0	IRF8	PDCD1	0.0	control
0	ELF1	PDCD1	0.0	control
0	IRF3	PDCD1	-0.0	control
0	IRF5	PDCD1	0.0	control
0	STAT2	PDCD1	0.0	control
0	IRF7	PDCD1	-0.0	control
0	IRF9	PDCD1	-0.007428804	control
0	unannotated_1	PDCD1	-0.0044081826	control
0	STAT5A	SELL	0.0	control
0	STAT5B	SELL	0.0	control
0	STAT4	SELL	0.0	control
0	IRF1	SELL	0.09940999	control
0	STAT3	SELL	0.0	control
0	GTF2I	SELL	-0.0	control
0	STAT1	SELL	0.0	control
0	IRF8	SELL	0.0	control
0	ELF1	SELL	0.0	control
0	IRF3	SELL	0.0	control
0	IRF5	SELL	0.0	control
0	STAT2	SELL	0.0	control
0	IRF7	SELL	-0.0	control
0	IRF9	SELL	0.0	control
0	unannotated_1	SELL	0.081573844	control
0	STAT5A	CXCR6	-0.0	control
0	STAT5B	CXCR6	-0.0	control
0	STAT4	CXCR6	0.0	control
0	IRF1	CXCR6	0.0	control
0	STAT3	CXCR6	0.004413785	control
0	GTF2I	CXCR6	-0.0	control
0	STAT1	CXCR6	-0.0	control
0	IRF8	CXCR6	0.0	control
0	ELF1	CXCR6	-0.0	control
0	IRF3	CXCR6	-0.0	control
0	IRF5	CXCR6	-0.0	control
0	STAT2	CXCR6	-0.0	control
0	IRF7	CXCR6	0.0	control
0	IRF9	CXCR6	0.0	control
0	unannotated_1	CXCR6	0.0024247593	control
0	STAT5A	CDK8	-0.0	control
0	STAT5B	CDK8	0.0	control
0	STAT4	CDK8	-0.0	control
0	IRF1	CDK8	0.0	control
0	STAT3	CDK8	-0.0	control
0	GTF2I	CDK8	0.0	control
0	STAT1	CDK8	-0.0046514757	control
0	IRF8	CDK8	0.0	control
0	ELF1	CDK8	-0.0	control
0	IRF3	CDK8	-0.0	control
0	IRF5	CDK8	-0.0	control
0	STAT2	CDK8	-0.0	control
0	IRF7	CDK8	-0.0	control
0	IRF9	CDK8	0.0	control
0	unannotated_1	CDK8	0.005011637	control
0	STAT5A	MCAT	-0.0	control
0	STAT5B	MCAT	0.0	control
0	STAT4	MCAT	0.0	control
0	IRF1	MCAT	0.0	control
0	STAT3	MCAT	-0.007600942	control
0	GTF2I	MCAT	0.0	control
0	STAT1	MCAT	-0.0	control
0	IRF8	MCAT	0.0	control
0	ELF1	MCAT	0.0	control
0	IRF3	MCAT	0.0	control
0	IRF5	MCAT	-0.0	control
0	STAT2	MCAT	-0.0	control
0	IRF7	MCAT	0.0	control
0	IRF9	MCAT	0.0	control
0	unannotated_1	MCAT	0.008307728	control
0	STAT5A	PTTG1	-0.00081560307	control
0	STAT5B	PTTG1	-0.0	control
0	STAT4	PTTG1	0.0	control
0	IRF1	PTTG1	-0.0	control
0	STAT3	PTTG1	0.0009991986	control
0	GTF2I	PTTG1	0.0	control
0	STAT1	PTTG1	-0.0	control
0	IRF8	PTTG1	-0.0	control
0	ELF1	PTTG1	0.0	control
0	IRF3	PTTG1	-0.0	control
0	IRF5	PTTG1	-0.0	control
0	STAT2	PTTG1	-0.0	control
0	IRF7	PTTG1	0.0	control
0	IRF9	PTTG1	-0.0	control
0	unannotated_1	PTTG1	0.00084130303	control
0	STAT5A	EZH2	-0.0	control
0	STAT5B	EZH2	0.0	control
0	STAT4	EZH2	0.0	control
0	IRF1	EZH2	-0.0	control
0	STAT3	EZH2	-0.0022232463	control
0	GTF2I	EZH2	0.0	control
0	STAT1	EZH2	-0.0	control
0	IRF8	EZH2	0.0	control
0	ELF1	EZH2	0.0	control
0	IRF3	EZH2	-0.0	control
0	IRF5	EZH2	-0.0	control
0	STAT2	EZH2	-0.0	control
0	IRF7	EZH2	-0.0	control
0	IRF9	EZH2	0.0	control
0	unannotated_1	EZH2	0.0011636044	control
0	STAT5A	DAPK1	-0.0	control
0	STAT5B	DAPK1	0.0	control
0	STAT4	DAPK1	-0.0	control
0	IRF1	DAPK1	0.0	control
0	STAT3	DAPK1	0.003344947	control
0	GTF2I	DAPK1	-0.0	control
0	STAT1	DAPK1	0.0	control
0	IRF8	DAPK1	-0.0	control
0	ELF1	DAPK1	-0.0	control
0	IRF3	DAPK1	0.0	control
0	IRF5	DAPK1	-0.0	control
0	STAT2	DAPK1	0.0	control
0	IRF7	DAPK1	-0.0	control
0	IRF9	DAPK1	0.0	control
0	unannotated_1	DAPK1	-0.006599009	control
0	STAT5A	NME1	-0.0	control
0	STAT5B	NME1	-0.0	control
0	STAT4	NME1	0.0	control
0	IRF1	NME1	0.0	control
0	STAT3	NME1	-0.02344176	control
0	GTF2I	NME1	0.0	control
0	STAT1	NME1	0.0	control
0	IRF8	NME1	0.0	control
0	ELF1	NME1	0.0	control
0	IRF3	NME1	-0.0	control
0	IRF5	NME1	-0.0	control
0	STAT2	NME1	-0.0	control
0	IRF7	NME1	-0.0	control
0	IRF9	NME1	-0.0	control
0	unannotated_1	NME1	0.016017612	control
0	STAT5A	REST	-0.0	control
0	STAT5B	REST	0.0	control
0	STAT4	REST	-0.0	control
0	IRF1	REST	-0.0	control
0	STAT3	REST	0.0	control
0	GTF2I	REST	0.0	control
0	STAT1	REST	-0.0062519885	control
0	IRF8	REST	-0.0	control
0	ELF1	REST	-0.0	control
0	IRF3	REST	0.0	control
0	IRF5	REST	-0.0	control
0	STAT2	REST	-0.0	control
0	IRF7	REST	-0.0	control
0	IRF9	REST	0.0	control
0	unannotated_1	REST	0.015378476	control
0	STAT5A	GADD45G	0.0	control
0	STAT5B	GADD45G	-0.0	control
0	STAT4	GADD45G	-0.0	control
0	IRF1	GADD45G	0.0	control
0	STAT3	GADD45G	0.00092601066	control
0	GTF2I	GADD45G	-0.0	control
0	STAT1	GADD45G	0.0	control
0	IRF8	GADD45G	-0.0	control
0	ELF1	GADD45G	0.0	control
0	IRF3	GADD45G	-0.0	control
0	IRF5	GADD45G	0.0	control
0	STAT2	GADD45G	-0.0	control
0	IRF7	GADD45G	-0.0	control
0	IRF9	GADD45G	0.0	control
0	unannotated_1	GADD45G	-0.014120188	control
0	STAT5A	OPTN	-0.0	control
0	STAT5B	OPTN	-0.0	control
0	STAT4	OPTN	0.0	control
0	IRF1	OPTN	0.0011762093	control
0	STAT3	OPTN	-0.0	control
0	GTF2I	OPTN	0.0	control
0	STAT1	OPTN	-0.0	control
0	IRF8	OPTN	-0.0	control
0	ELF1	OPTN	-0.0	control
0	IRF3	OPTN	0.0	control
0	IRF5	OPTN	0.0	control
0	STAT2	OPTN	0.0	control
0	IRF7	OPTN	-0.0	control
0	IRF9	OPTN	0.0	control
0	unannotated_1	OPTN	0.008726812	control
0	STAT5A	RECK	-0.0	control
0	STAT5B	RECK	-0.0	control
0	STAT4	RECK	0.0	control
0	IRF1	RECK	-0.0	control
0	STAT3	RECK	-0.0006062722	control
0	GTF2I	RECK	0.0	control
0	STAT1	RECK	-0.0	control
0	IRF8	RECK	0.0	control
0	ELF1	RECK	-0.0	control
0	IRF3	RECK	-0.0	control
0	IRF5	RECK	0.0	control
0	STAT2	RECK	-0.0	control
0	IRF7	RECK	0.0	control
0	IRF9	RECK	0.0	control
0	unannotated_1	RECK	-0.005345285	control
0	STAT5A	IRF9	0.0	control
0	STAT5B	IRF9	-0.0	control
0	STAT4	IRF9	-0.0	control
0	IRF1	IRF9	0.0	control
0	STAT3	IRF9	0.0	control
0	GTF2I	IRF9	-0.0	control
0	STAT1	IRF9	-0.0033148993	control
0	IRF8	IRF9	-0.0	control
0	ELF1	IRF9	0.0	control
0	IRF3	IRF9	0.002928633	control
0	IRF5	IRF9	0.0	control
0	STAT2	IRF9	0.00090347306	control
0	IRF7	IRF9	0.0	control
0	IRF9	IRF9	-0.00072886236	control
0	unannotated_1	IRF9	-0.008878961	control
0	STAT5A	GADD45B	-0.0	control
0	STAT5B	GADD45B	0.0	control
0	STAT4	GADD45B	0.0	control
0	IRF1	GADD45B	0.0	control
0	STAT3	GADD45B	-0.025324369	control
0	GTF2I	GADD45B	0.0	control
0	STAT1	GADD45B	-0.0	control
0	IRF8	GADD45B	-0.0	control
0	ELF1	GADD45B	0.0	control
0	IRF3	GADD45B	0.0	control
0	IRF5	GADD45B	0.0	control
0	STAT2	GADD45B	0.0	control
0	IRF7	GADD45B	-0.0	control
0	IRF9	GADD45B	0.0	control
0	unannotated_1	GADD45B	0.025516653	control
0	STAT5A	CD8A	0.00036498817	control
0	STAT5B	CD8A	-0.0	control
0	STAT4	CD8A	0.016631478	control
0	IRF1	CD8A	0.0	control
0	STAT3	CD8A	0.0	control
0	GTF2I	CD8A	0.0	control
0	STAT1	CD8A	-0.0	control
0	IRF8	CD8A	0.0	control
0	ELF1	CD8A	-0.0	control
0	IRF3	CD8A	0.0	control
0	IRF5	CD8A	-0.0	control
0	STAT2	CD8A	-0.0	control
0	IRF7	CD8A	0.0	control
0	IRF9	CD8A	-0.0	control
0	unannotated_1	CD8A	0.023299735	control
0	STAT5A	EOMES	-0.0047693965	control
0	STAT5B	EOMES	0.0	control
0	STAT4	EOMES	0.0	control
0	IRF1	EOMES	-0.0	control
0	STAT3	EOMES	0.0	control
0	GTF2I	EOMES	0.0	control
0	STAT1	EOMES	0.0	control
0	IRF8	EOMES	-0.0	control
0	ELF1	EOMES	0.0	control
0	IRF3	EOMES	0.0	control
0	IRF5	EOMES	0.0	control
0	STAT2	EOMES	-0.0	control
0	IRF7	EOMES	-0.0	control
0	IRF9	EOMES	0.0	control
0	unannotated_1	EOMES	0.011026849	control
0	STAT5A	TERF1	0.0	control
0	STAT5B	TERF1	0.0	control
0	STAT4	TERF1	-0.0	control
0	IRF1	TERF1	0.0	control
0	STAT3	TERF1	-0.008147317	control
0	GTF2I	TERF1	0.0	control
0	STAT1	TERF1	-0.0	control
0	IRF8	TERF1	-0.0	control
0	ELF1	TERF1	-0.0	control
0	IRF3	TERF1	-0.0	control
0	IRF5	TERF1	0.0	control
0	STAT2	TERF1	-0.0	control
0	IRF7	TERF1	-0.0	control
0	IRF9	TERF1	0.0	control
0	unannotated_1	TERF1	0.00558777	control
0	STAT5A	MIF	-0.0	control
0	STAT5B	MIF	0.0	control
0	STAT4	MIF	0.0	control
0	IRF1	MIF	0.0	control
0	STAT3	MIF	-0.010542369	control
0	GTF2I	MIF	-0.0	control
0	STAT1	MIF	-0.0	control
0	IRF8	MIF	0.0	control
0	ELF1	MIF	-0.0	control
0	IRF3	MIF	0.0	control
0	IRF5	MIF	0.0	control
0	STAT2	MIF	0.0	control
0	IRF7	MIF	-0.0	control
0	IRF9	MIF	0.0	control
0	unannotated_1	MIF	0.005541321	control
0	STAT5A	DPF3	-0.00642539	control
0	STAT5B	DPF3	-0.007814512	control
0	STAT4	DPF3	0.0	control
0	IRF1	DPF3	0.0	control
0	STAT3	DPF3	-0.0	control
0	GTF2I	DPF3	-0.0	control
0	STAT1	DPF3	0.0	control
0	IRF8	DPF3	0.0	control
0	ELF1	DPF3	-0.0	control
0	IRF3	DPF3	0.0	control
0	IRF5	DPF3	-0.0	control
0	STAT2	DPF3	0.0	control
0	IRF7	DPF3	0.0	control
0	IRF9	DPF3	0.0	control
0	unannotated_1	DPF3	0.0016378679	control
0	STAT5A	FTO	-0.0	control
0	STAT5B	FTO	0.0	control
0	STAT4	FTO	-0.0	control
0	IRF1	FTO	0.0	control
0	STAT3	FTO	-0.001999898	control
0	GTF2I	FTO	0.0	control
0	STAT1	FTO	0.0	control
0	IRF8	FTO	-0.0	control
0	ELF1	FTO	0.0	control
0	IRF3	FTO	-0.0	control
0	IRF5	FTO	-0.0	control
0	STAT2	FTO	0.0	control
0	IRF7	FTO	0.0	control
0	IRF9	FTO	0.0	control
0	unannotated_1	FTO	-0.008861224	control
0	STAT5A	S100A11	-0.0	control
0	STAT5B	S100A11	0.0	control
0	STAT4	S100A11	-0.0	control
0	IRF1	S100A11	0.0	control
0	STAT3	S100A11	0.31756765	control
0	GTF2I	S100A11	0.0	control
0	STAT1	S100A11	0.0	control
0	IRF8	S100A11	-0.0	control
0	ELF1	S100A11	0.0	control
0	IRF3	S100A11	-0.0	control
0	IRF5	S100A11	0.0	control
0	STAT2	S100A11	0.0	control
0	IRF7	S100A11	-0.0	control
0	IRF9	S100A11	-0.0	control
0	unannotated_1	S100A11	-0.30696464	control
0	STAT5A	LEF1	0.0012713895	control
0	STAT5B	LEF1	0.0	control
0	STAT4	LEF1	0.0	control
0	IRF1	LEF1	-0.0	control
0	STAT3	LEF1	-0.0	control
0	GTF2I	LEF1	0.0	control
0	STAT1	LEF1	0.0	control
0	IRF8	LEF1	-0.0	control
0	ELF1	LEF1	-0.0	control
0	IRF3	LEF1	-0.0	control
0	IRF5	LEF1	-0.0	control
0	STAT2	LEF1	0.0	control
0	IRF7	LEF1	0.0	control
0	IRF9	LEF1	0.0	control
0	unannotated_1	LEF1	0.04464812	control
0	STAT5A	CLU	0.0	control
0	STAT5B	CLU	-0.0	control
0	STAT4	CLU	-0.0	control
0	IRF1	CLU	-0.0	control
0	STAT3	CLU	0.0041061174	control
0	GTF2I	CLU	-0.0	control
0	STAT1	CLU	0.0045024543	control
0	IRF8	CLU	0.0	control
0	ELF1	CLU	0.0	control
0	IRF3	CLU	-0.0	control
0	IRF5	CLU	-0.0	control
0	STAT2	CLU	0.0	control
0	IRF7	CLU	0.0	control
0	IRF9	CLU	-0.0	control
0	unannotated_1	CLU	-0.0069575114	control
0	STAT5A	ARID5A	-0.0	control
0	STAT5B	ARID5A	0.0	control
0	STAT4	ARID5A	0.0	control
0	IRF1	ARID5A	-0.0	control
0	STAT3	ARID5A	-0.018571632	control
0	GTF2I	ARID5A	-0.0	control
0	STAT1	ARID5A	-0.0	control
0	IRF8	ARID5A	0.0	control
0	ELF1	ARID5A	0.0	control
0	IRF3	ARID5A	0.0	control
0	IRF5	ARID5A	-0.0	control
0	STAT2	ARID5A	-0.0	control
0	IRF7	ARID5A	0.0	control
0	IRF9	ARID5A	0.0	control
0	unannotated_1	ARID5A	0.02819374	control
0	STAT5A	BCL2L11	0.00016196992	control
0	STAT5B	BCL2L11	0.0	control
0	STAT4	BCL2L11	-0.0	control
0	IRF1	BCL2L11	0.0	control
0	STAT3	BCL2L11	-0.0	control
0	GTF2I	BCL2L11	-0.0	control
0	STAT1	BCL2L11	0.0	control
0	IRF8	BCL2L11	-0.0	control
0	ELF1	BCL2L11	-0.0	control
0	IRF3	BCL2L11	0.0	control
0	IRF5	BCL2L11	0.0	control
0	STAT2	BCL2L11	0.0	control
0	IRF7	BCL2L11	0.0	control
0	IRF9	BCL2L11	-0.0	control
0	unannotated_1	BCL2L11	0.0022514297	control
0	STAT5A	PRKCE	-0.0	control
0	STAT5B	PRKCE	-0.0	control
0	STAT4	PRKCE	0.0	control
0	IRF1	PRKCE	-0.0	control
0	STAT3	PRKCE	0.0	control
0	GTF2I	PRKCE	-0.0	control
0	STAT1	PRKCE	-0.00012889538	control
0	IRF8	PRKCE	-0.0	control
0	ELF1	PRKCE	-0.0	control
0	IRF3	PRKCE	-0.0	control
0	IRF5	PRKCE	-0.0	control
0	STAT2	PRKCE	0.0	control
0	IRF7	PRKCE	0.0	control
0	IRF9	PRKCE	-0.0	control
0	unannotated_1	PRKCE	-0.007832921	control
0	STAT5A	KLRK1	-0.0	control
0	STAT5B	KLRK1	0.0	control
0	STAT4	KLRK1	-0.0	control
0	IRF1	KLRK1	0.0	control
0	STAT3	KLRK1	-0.0035677042	control
0	GTF2I	KLRK1	-0.0	control
0	STAT1	KLRK1	0.0	control
0	IRF8	KLRK1	-0.0	control
0	ELF1	KLRK1	0.0	control
0	IRF3	KLRK1	-0.0	control
0	IRF5	KLRK1	0.0	control
0	STAT2	KLRK1	-0.0	control
0	IRF7	KLRK1	0.0	control
0	IRF9	KLRK1	-0.0	control
0	unannotated_1	KLRK1	0.002492128	control
0	STAT5A	GADD45A	0.0	control
0	STAT5B	GADD45A	-0.0	control
0	STAT4	GADD45A	0.0	control
0	IRF1	GADD45A	-0.0	control
0	STAT3	GADD45A	-0.0	control
0	GTF2I	GADD45A	0.0	control
0	STAT1	GADD45A	-0.004905412	control
0	IRF8	GADD45A	0.0	control
0	ELF1	GADD45A	0.0	control
0	IRF3	GADD45A	-0.0	control
0	IRF5	GADD45A	0.0	control
0	STAT2	GADD45A	0.0	control
0	IRF7	GADD45A	0.0	control
0	IRF9	GADD45A	-0.0	control
0	unannotated_1	GADD45A	0.0056800256	control
0	STAT5A	HSD17B8	0.0	control
0	STAT5B	HSD17B8	-0.0072245956	control
0	STAT4	HSD17B8	-0.0	control
0	IRF1	HSD17B8	-0.0	control
0	STAT3	HSD17B8	-0.0	control
0	GTF2I	HSD17B8	-0.0	control
0	STAT1	HSD17B8	0.0	control
0	IRF8	HSD17B8	-0.0	control
0	ELF1	HSD17B8	-0.0	control
0	IRF3	HSD17B8	0.0	control
0	IRF5	HSD17B8	-0.0	control
0	STAT2	HSD17B8	-0.0	control
0	IRF7	HSD17B8	0.0	control
0	IRF9	HSD17B8	0.0	control
0	unannotated_1	HSD17B8	0.0032544532	control
0	STAT5A	PARK7	0.0	control
0	STAT5B	PARK7	0.0	control
0	STAT4	PARK7	-0.0	control
0	IRF1	PARK7	0.0	control
0	STAT3	PARK7	0.0	control
0	GTF2I	PARK7	0.0	control
0	STAT1	PARK7	-0.014859667	control
0	IRF8	PARK7	-0.0	control
0	ELF1	PARK7	0.0	control
0	IRF3	PARK7	0.0	control
0	IRF5	PARK7	0.0	control
0	STAT2	PARK7	0.0	control
0	IRF7	PARK7	-0.0	control
0	IRF9	PARK7	-0.0	control
0	unannotated_1	PARK7	0.024146225	control
0	STAT5A	GBP1	0.0	control
0	STAT5B	GBP1	0.0	control
0	STAT4	GBP1	0.0	control
0	IRF1	GBP1	-0.0	control
0	STAT3	GBP1	0.0	control
0	GTF2I	GBP1	-0.0	control
0	STAT1	GBP1	0.03794389	control
0	IRF8	GBP1	-0.0	control
0	ELF1	GBP1	0.0	control
0	IRF3	GBP1	0.0	control
0	IRF5	GBP1	-0.0	control
0	STAT2	GBP1	-0.0	control
0	IRF7	GBP1	-0.0	control
0	IRF9	GBP1	0.0	control
0	unannotated_1	GBP1	-0.040020768	control
0	STAT5A	ODC1	-0.0	control
0	STAT5B	ODC1	0.0	control
0	STAT4	ODC1	0.0	control
0	IRF1	ODC1	-0.004267439	control
0	STAT3	ODC1	0.0	control
0	GTF2I	ODC1	0.0	control
0	STAT1	ODC1	-0.0	control
0	IRF8	ODC1	0.0	control
0	ELF1	ODC1	-0.0	control
0	IRF3	ODC1	0.0	control
0	IRF5	ODC1	0.0	control
0	STAT2	ODC1	-0.0	control
0	IRF7	ODC1	0.0	control
0	IRF9	ODC1	0.0	control
0	unannotated_1	ODC1	0.015325084	control
0	STAT5A	BLK	-0.0	control
0	STAT5B	BLK	0.0	control
0	STAT4	BLK	-0.0	control
0	IRF1	BLK	0.0	control
0	STAT3	BLK	0.0	control
0	GTF2I	BLK	-0.0	control
0	STAT1	BLK	-0.0	control
0	IRF8	BLK	0.0	control
0	ELF1	BLK	0.008616819	control
0	IRF3	BLK	-0.0	control
0	IRF5	BLK	0.0	control
0	STAT2	BLK	-0.0	control
0	IRF7	BLK	-0.0	control
0	IRF9	BLK	-0.0	control
0	unannotated_1	BLK	0.001142025	control
0	STAT5A	LTA	-0.0044898232	control
0	STAT5B	LTA	0.0	control
0	STAT4	LTA	0.009067402	control
0	IRF1	LTA	0.0	control
0	STAT3	LTA	-0.0	control
0	GTF2I	LTA	0.0	control
0	STAT1	LTA	-0.0	control
0	IRF8	LTA	-0.0	control
0	ELF1	LTA	0.0	control
0	IRF3	LTA	-0.0	control
0	IRF5	LTA	0.0	control
0	STAT2	LTA	0.0	control
0	IRF7	LTA	0.0	control
0	IRF9	LTA	-0.0	control
0	unannotated_1	LTA	0.0070771063	control
0	STAT5A	CYBB	0.0	control
0	STAT5B	CYBB	-0.0	control
0	STAT4	CYBB	-0.0	control
0	IRF1	CYBB	-0.03481553	control
0	STAT3	CYBB	0.052660946	control
0	GTF2I	CYBB	-0.0	control
0	STAT1	CYBB	0.0	control
0	IRF8	CYBB	-0.015447347	control
0	ELF1	CYBB	-0.051868174	control
0	IRF3	CYBB	-0.0	control
0	IRF5	CYBB	-0.0	control
0	STAT2	CYBB	0.0	control
0	IRF7	CYBB	-0.0	control
0	IRF9	CYBB	-0.0	control
0	unannotated_1	CYBB	-0.057690192	control
0	STAT5A	BLMH	0.0	control
0	STAT5B	BLMH	0.0	control
0	STAT4	BLMH	-0.0	control
0	IRF1	BLMH	0.009043921	control
0	STAT3	BLMH	0.0	control
0	GTF2I	BLMH	0.0	control
0	STAT1	BLMH	0.0	control
0	IRF8	BLMH	-0.0	control
0	ELF1	BLMH	0.0	control
0	IRF3	BLMH	-0.0	control
0	IRF5	BLMH	0.0	control
0	STAT2	BLMH	0.0	control
0	IRF7	BLMH	-0.0	control
0	IRF9	BLMH	0.0	control
0	unannotated_1	BLMH	0.0042301663	control
0	STAT5A	ATF4	-0.0	control
0	STAT5B	ATF4	-0.0	control
0	STAT4	ATF4	0.0	control
0	IRF1	ATF4	0.0	control
0	STAT3	ATF4	-0.0	control
0	GTF2I	ATF4	-0.0	control
0	STAT1	ATF4	0.0	control
0	IRF8	ATF4	0.0	control
0	ELF1	ATF4	-0.0	control
0	IRF3	ATF4	-0.0	control
0	IRF5	ATF4	0.0	control
0	STAT2	ATF4	-0.0	control
0	IRF7	ATF4	-0.009008779	control
0	IRF9	ATF4	-0.0	control
0	unannotated_1	ATF4	0.0054312	control
0	STAT5A	FCER1A	0.0	control
0	STAT5B	FCER1A	0.0	control
0	STAT4	FCER1A	-0.0	control
0	IRF1	FCER1A	-0.0	control
0	STAT3	FCER1A	0.0	control
0	GTF2I	FCER1A	0.0	control
0	STAT1	FCER1A	0.0	control
0	IRF8	FCER1A	-0.0	control
0	ELF1	FCER1A	-0.009769104	control
0	IRF3	FCER1A	-0.0	control
0	IRF5	FCER1A	0.0	control
0	STAT2	FCER1A	-0.0	control
0	IRF7	FCER1A	0.0	control
0	IRF9	FCER1A	0.0	control
0	unannotated_1	FCER1A	-0.011345301	control
0	STAT5A	CCNB1	0.0	control
0	STAT5B	CCNB1	0.0	control
0	STAT4	CCNB1	0.0	control
0	IRF1	CCNB1	0.0036967723	control
0	STAT3	CCNB1	-0.0	control
0	GTF2I	CCNB1	-0.0	control
0	STAT1	CCNB1	-0.0	control
0	IRF8	CCNB1	0.0	control
